Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:708(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:741(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:761(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:770(Action)
       14    0.000    0.000    0.000    0.000 argparse.py:821(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:861(_StoreAction)
       13    0.000    0.000    0.000    0.000 argparse.py:863(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:892(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:896(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:919(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:936(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:953(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:991(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1136(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1237(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1242(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1466(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 art3d.py:128(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:246(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:293(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:324(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:375(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:441(Path3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:557(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.009    0.009 artist.py:1(<module>)
       21    0.000    0.000    0.000    0.000 artist.py:1004(get_label)
       10    0.000    0.000    0.000    0.000 artist.py:1008(set_label)
        4    0.000    0.000    0.000    0.000 artist.py:1024(get_zorder)
       88    0.000    0.000    0.000    0.000 artist.py:1028(set_zorder)
      564    0.000    0.000    0.000    0.000 artist.py:1043(sticky_edges)
      127    0.001    0.000    0.001    0.000 artist.py:1065(update_from)
      328    0.001    0.000    0.035    0.000 artist.py:1086(set)
       16    0.000    0.000    0.000    0.000 artist.py:1094(<genexpr>)
       13    0.000    0.000    0.000    0.000 artist.py:1213(mouseover)
        1    0.000    0.000    0.000    0.000 artist.py:1236(ArtistInspector)
       12    0.000    0.000    0.019    0.002 artist.py:1242(__init__)
       12    0.001    0.000    0.019    0.002 artist.py:1262(get_aliases)
       12    0.001    0.000    0.001    0.000 artist.py:1273(<listcomp>)
      425    0.001    0.000    0.027    0.000 artist.py:1290(get_valid_values)
       12    0.002    0.000    0.026    0.002 artist.py:1337(get_setters)
     1747    0.001    0.000    0.024    0.000 artist.py:1356(is_alias)
      425    0.001    0.000    0.001    0.000 artist.py:1363(aliased_name)
      480    0.000    0.000    0.000    0.000 artist.py:1371(<genexpr>)
       11    0.001    0.000    0.053    0.005 artist.py:1386(pprint_setters)
        8    0.000    0.000    0.000    0.000 artist.py:160(have_units)
       11    0.000    0.000    0.070    0.006 artist.py:1613(kwdoc)
       24    0.000    0.000    0.000    0.000 artist.py:163(<genexpr>)
      551    0.000    0.000    0.001    0.000 artist.py:165(convert_xunits)
      552    0.000    0.000    0.001    0.000 artist.py:177(convert_yunits)
     3642    0.001    0.000    0.001    0.000 artist.py:189(axes)
      353    0.000    0.000    0.000    0.000 artist.py:194(axes)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
8353/6916    0.005    0.000    0.009    0.000 artist.py:213(stale)
    410/4    0.001    0.000    0.216    0.054 artist.py:33(draw_wrapper)
     1524    0.001    0.000    0.001    0.000 artist.py:332(pchanged)
       20    0.000    0.000    0.000    0.000 artist.py:346(is_transform_set)
      240    0.000    0.000    0.001    0.000 artist.py:354(set_transform)
      345    0.000    0.000    0.000    0.000 artist.py:367(get_transform)
      869    0.001    0.000    0.004    0.000 artist.py:52(_stale_axes_callback)
       66    0.000    0.000    0.000    0.000 artist.py:557(get_url)
      222    0.000    0.000    0.000    0.000 artist.py:571(get_gid)
       36    0.000    0.000    0.000    0.000 artist.py:585(get_snap)
        1    0.000    0.000    0.000    0.000 artist.py:596(set_snap)
        1    0.000    0.000    0.000    0.000 artist.py:60(Artist)
       96    0.000    0.000    0.000    0.000 artist.py:624(get_sketch_params)
      156    0.000    0.000    0.000    0.000 artist.py:680(get_path_effects)
      288    0.000    0.000    0.001    0.000 artist.py:687(set_figure)
      283    0.002    0.000    0.003    0.000 artist.py:69(__init__)
       13    0.000    0.000    0.000    0.000 artist.py:711(set_clip_box)
       42    0.000    0.000    0.005    0.000 artist.py:723(set_clip_path)
       54    0.000    0.000    0.000    0.000 artist.py:785(get_alpha)
      928    0.000    0.000    0.000    0.000 artist.py:792(get_visible)
     8409    0.001    0.000    0.001    0.000 artist.py:796(get_animated)
        7    0.000    0.000    0.000    0.000 artist.py:819(get_clip_path)
       13    0.000    0.000    0.000    0.000 artist.py:833(set_clip_on)
      150    0.000    0.000    0.002    0.000 artist.py:850(_set_gc_clip)
      820    0.000    0.000    0.000    0.000 artist.py:860(get_rasterized)
      820    0.000    0.000    0.000    0.000 artist.py:880(get_agg_filter)
       37    0.000    0.000    0.000    0.000 artist.py:921(set_alpha)
      289    0.000    0.000    0.001    0.000 artist.py:935(set_visible)
        2    0.000    0.000    0.000    0.000 artist.py:959(set_in_layout)
      546    0.004    0.000    0.016    0.000 artist.py:972(update)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 ast.py:339(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:397(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:468(_ABC)
        1    0.000    0.000    0.000    0.000 ast.py:497(Num)
        1    0.000    0.000    0.000    0.000 ast.py:501(Str)
        1    0.000    0.000    0.000    0.000 ast.py:505(Bytes)
        1    0.000    0.000    0.000    0.000 ast.py:509(NameConstant)
        1    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
        1    0.000    0.000    0.000    0.000 ast.py:512(Ellipsis)
        1    0.000    0.000    0.000    0.000 ast.py:62(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert_num)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert)
        1    0.000    0.000    0.011    0.011 axes3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axes3d.py:44(Axes3D)
        1    0.000    0.000    0.006    0.006 axis.py:1(<module>)
       16    0.001    0.000    0.070    0.004 axis.py:1016(_update_ticks)
       16    0.000    0.000    0.041    0.003 axis.py:1089(_get_tick_bboxes)
       16    0.000    0.000    0.041    0.003 axis.py:1091(<listcomp>)
       16    0.000    0.000    0.000    0.000 axis.py:1093(<listcomp>)
        8    0.000    0.000    0.166    0.021 axis.py:1156(draw)
       16    0.000    0.000    0.005    0.000 axis.py:1281(get_majorticklocs)
       16    0.000    0.000    0.005    0.000 axis.py:1285(get_minorticklocs)
       16    0.000    0.000    0.000    0.000 axis.py:1298(<listcomp>)
       32    0.000    0.000    0.002    0.000 axis.py:1333(_get_tick_label_size)
       24    0.000    0.000    0.004    0.000 axis.py:1345(_copy_tick_props)
       12    0.000    0.000    0.000    0.000 axis.py:1359(get_major_locator)
       18    0.000    0.000    0.000    0.000 axis.py:1367(get_major_formatter)
       16    0.000    0.000    0.045    0.003 axis.py:1375(get_major_ticks)
       16    0.000    0.000    0.000    0.000 axis.py:1389(get_minor_ticks)
        8    0.000    0.000    0.020    0.003 axis.py:1403(grid)
        8    0.000    0.000    0.000    0.000 axis.py:1433(<dictcomp>)
       36    0.000    0.000    0.000    0.000 axis.py:145(<dictcomp>)
       22    0.000    0.000    0.001    0.000 axis.py:1451(update_units)
       28    0.000    0.000    0.000    0.000 axis.py:1506(have_units)
       67    0.000    0.000    0.000    0.000 axis.py:1509(convert_units)
       24    0.000    0.000    0.000    0.000 axis.py:1526(set_units)
       32    0.000    0.000    0.000    0.000 axis.py:1567(set_major_formatter)
       32    0.000    0.000    0.000    0.000 axis.py:1593(set_minor_formatter)
       64    0.000    0.000    0.001    0.000 axis.py:1607(_set_formatter)
       32    0.000    0.000    0.001    0.000 axis.py:1633(set_major_locator)
       32    0.000    0.000    0.000    0.000 axis.py:1649(set_minor_locator)
       12    0.000    0.000    0.000    0.000 axis.py:1878(_get_ticks_position)
       36    0.000    0.000    0.000    0.000 axis.py:1894(<genexpr>)
       12    0.000    0.000    0.000    0.000 axis.py:1915(get_label_position)
       10    0.000    0.000    0.000    0.000 axis.py:1935(_make_getset_interval)
      132    0.000    0.000    0.003    0.000 axis.py:1941(getter)
       36    0.000    0.000    0.000    0.000 axis.py:196(_set_labelrotation)
        1    0.000    0.000    0.000    0.000 axis.py:1965(XAxis)
        2    0.000    0.000    0.002    0.001 axis.py:1969(__init__)
       18    0.000    0.000    0.031    0.002 axis.py:2008(_get_tick)
        4    0.000    0.000    0.010    0.003 axis.py:2029(_get_tick_boxes_siblings)
        4    0.000    0.000    0.013    0.003 axis.py:2048(_update_label_position)
        4    0.000    0.000    0.001    0.000 axis.py:2091(_update_offset_text_position)
       36    0.000    0.000    0.000    0.000 axis.py:214(get_tick_padding)
       12    0.000    0.000    0.000    0.000 axis.py:2201(get_ticks_position)
        4    0.000    0.000    0.000    0.000 axis.py:2214(get_minpos)
       16    0.000    0.000    0.001    0.000 axis.py:2241(get_tick_space)
        1    0.000    0.000    0.000    0.000 axis.py:2253(YAxis)
        2    0.000    0.000    0.002    0.001 axis.py:2257(__init__)
       12    0.000    0.000    0.003    0.000 axis.py:228(set_clip_path)
       18    0.000    0.000    0.030    0.002 axis.py:2298(_get_tick)
        4    0.000    0.000    0.008    0.002 axis.py:2321(_get_tick_boxes_siblings)
        4    0.000    0.000    0.010    0.003 axis.py:2340(_update_label_position)
        4    0.000    0.000    0.000    0.000 axis.py:2382(_update_offset_text_position)
        4    0.000    0.000    0.000    0.000 axis.py:2499(get_minpos)
       16    0.000    0.000    0.001    0.000 axis.py:2526(get_tick_space)
      128    0.000    0.000    0.000    0.000 axis.py:279(get_loc)
       48    0.000    0.000    0.048    0.001 axis.py:283(draw)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
      128    0.000    0.000    0.001    0.000 axis.py:295(set_label1)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
      128    0.000    0.000    0.001    0.000 axis.py:308(set_label2)
      180    0.000    0.000    0.000    0.000 axis.py:332(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
       28    0.000    0.000    0.011    0.000 axis.py:341(_apply_params)
      140    0.000    0.000    0.000    0.000 axis.py:349(<genexpr>)
       28    0.000    0.000    0.000    0.000 axis.py:368(<dictcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:381(<dictcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:409(XTick)
       18    0.000    0.000    0.031    0.002 axis.py:416(__init__)
       18    0.000    0.000    0.001    0.000 axis.py:445(_get_text1_transform)
       18    0.000    0.000    0.000    0.000 axis.py:448(_get_text2_transform)
       18    0.000    0.000    0.000    0.000 axis.py:451(apply_tickdir)
       82    0.000    0.000    0.001    0.000 axis.py:467(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:482(YTick)
       18    0.000    0.000    0.030    0.002 axis.py:489(__init__)
       18    0.000    0.000    0.001    0.000 axis.py:518(_get_text1_transform)
       18    0.000    0.000    0.000    0.000 axis.py:521(_get_text2_transform)
       18    0.000    0.000    0.000    0.000 axis.py:524(apply_tickdir)
       82    0.000    0.000    0.001    0.000 axis.py:538(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:553(Ticker)
       36    0.001    0.000    0.033    0.001 axis.py:56(__init__)
        8    0.000    0.000    0.000    0.000 axis.py:565(__init__)
       60    0.000    0.000    0.000    0.000 axis.py:569(locator)
       64    0.000    0.000    0.000    0.000 axis.py:573(locator)
      214    0.000    0.000    0.000    0.000 axis.py:582(formatter)
       64    0.000    0.000    0.000    0.000 axis.py:586(formatter)
        1    0.000    0.000    0.000    0.000 axis.py:596(_LazyTickList)
        2    0.000    0.000    0.000    0.000 axis.py:604(__init__)
     12/8    0.000    0.000    0.021    0.003 axis.py:607(__get__)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        4    0.000    0.000    0.003    0.001 axis.py:664(__init__)
       16    0.000    0.000    0.000    0.000 axis.py:716(get_remove_overlapping_locs)
      156    0.000    0.000    0.000    0.000 axis.py:747(get_transform)
       12    0.000    0.000    0.000    0.000 axis.py:750(get_scale)
       32    0.000    0.000    0.005    0.000 axis.py:754(_set_scale)
        8    0.000    0.000    0.000    0.000 axis.py:763(limit_range_for_scale)
       24    0.000    0.000    0.004    0.000 axis.py:770(cla)
       32    0.000    0.000    0.000    0.000 axis.py:795(reset_ticks)
       16    0.000    0.000    0.025    0.002 axis.py:815(set_tick_params)
       16    0.000    0.000    0.000    0.000 axis.py:854(_translate_tick_kw)
        4    0.000    0.000    0.011    0.003 axis.py:899(set_clip_path)
        4    0.000    0.000    0.000    0.000 axis.py:942(get_inverted)
        8    0.000    0.000    0.000    0.000 axis.py:980(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 axis3d.py:470(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:477(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:484(ZAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_agg.py:112(_update_methods)
       32    0.000    0.000    0.004    0.000 backend_agg.py:131(draw_path)
        4    0.000    0.000    0.001    0.000 backend_agg.py:164(draw_path_collection)
       54    0.001    0.000    0.025    0.000 backend_agg.py:188(draw_text)
       84    0.000    0.000    0.035    0.000 backend_agg.py:215(get_text_width_height_descent)
       54    0.000    0.000    0.000    0.000 backend_agg.py:264(get_canvas_width_height)
      138    0.001    0.000    0.041    0.000 backend_agg.py:268(_get_agg_font)
      246    0.000    0.000    0.000    0.000 backend_agg.py:281(points_to_pixels)
        2    0.000    0.000    0.000    0.000 backend_agg.py:294(clear)
        8    0.000    0.000    0.000    0.000 backend_agg.py:297(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_agg.py:389(FigureCanvasAgg)
        2    0.000    0.000    0.002    0.001 backend_agg.py:392(copy_from_bbox)
        4    0.000    0.000    0.218    0.054 backend_agg.py:400(draw)
        6    0.000    0.000    0.002    0.000 backend_agg.py:412(get_renderer)
      138    0.000    0.000    0.001    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 backend_agg.py:612(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
        2    0.001    0.000    0.001    0.001 backend_agg.py:90(__init__)
        1    0.000    0.000    0.004    0.004 backend_bases.py:1(<module>)
      150    0.000    0.000    0.000    0.000 backend_bases.py:1000(get_hatch_color)
      150    0.000    0.000    0.000    0.000 backend_bases.py:1008(get_hatch_linewidth)
      150    0.000    0.000    0.000    0.000 backend_bases.py:1012(get_sketch_params)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1052(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1207(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
       23    0.000    0.000    0.000    0.000 backend_bases.py:1222(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1228(DrawEvent)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1250(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1255(ResizeEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1269(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1274(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(LocationEvent)
       15    0.000    0.000    0.013    0.001 backend_bases.py:1304(__init__)
       15    0.000    0.000    0.000    0.000 backend_bases.py:1339(_update_enter_leave)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1374(MouseEvent)
        2    0.000    0.000    0.000    0.000 backend_bases.py:142(__init__)
       11    0.000    0.000    0.010    0.001 backend_bases.py:1425(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1449(PickEvent)
      222    0.000    0.000    0.000    0.000 backend_bases.py:147(open_group)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1490(KeyEvent)
        2    0.000    0.000    0.002    0.001 backend_bases.py:1524(__init__)
      222    0.000    0.000    0.000    0.000 backend_bases.py:154(close_group)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1580(_check_savefig_extra_args)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1685(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1704(_fix_ipython_backend2gui)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1738(is_saving)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1755(draw_event)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1761(resize_event)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1770(close_event)
        2    0.000    0.000    0.010    0.005 backend_bases.py:1786(key_press_event)
       11    0.000    0.000    0.020    0.002 backend_bases.py:1880(motion_notify_event)
        2    0.000    0.000    0.001    0.001 backend_bases.py:1921(enter_notify_event)
       15    0.000    0.000    0.009    0.001 backend_bases.py:1950(inaxes)
       15    0.000    0.000    0.008    0.001 backend_bases.py:1964(<listcomp>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1994(draw)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2021(get_width_height)
       20    0.000    0.000    0.000    0.000 backend_bases.py:2278(mpl_connect)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2333(mpl_disconnect)
        2    0.000    0.000    0.008    0.004 backend_bases.py:2421(key_press_handler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2625(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2630(FigureManagerBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2688(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2708(notify_axes_change)
        2    0.000    0.000    0.008    0.004 backend_bases.py:2741(key_press)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2785(NavigationToolbar2)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2843(__init__)
       11    0.000    0.000    0.000    0.000 backend_bases.py:2944(_update_cursor)
        8    0.000    0.000    0.000    0.000 backend_bases.py:2962(_wait_cursor_for_draw_cm)
       11    0.000    0.000    0.009    0.001 backend_bases.py:2984(mouse_move)
        9    0.000    0.000    0.000    0.000 backend_bases.py:2995(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3273(update)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3282(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3437(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3460(_Backend)
        2    0.000    0.000    0.109    0.054 backend_bases.py:3487(new_figure_manager)
        2    0.000    0.000    0.107    0.054 backend_bases.py:3496(new_figure_manager_given_figure)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3503(draw_if_interactive)
        2    0.000    0.000    2.205    1.103 backend_bases.py:3510(show)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3563(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3571(ShowBase)
       54    0.000    0.000    0.000    0.000 backend_bases.py:640(flipy)
      150    0.000    0.000    0.002    0.000 backend_bases.py:659(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:733(GraphicsContextBase)
      150    0.001    0.000    0.002    0.000 backend_bases.py:736(__init__)
      150    0.000    0.000    0.000    0.000 backend_bases.py:777(restore)
      150    0.000    0.000    0.000    0.000 backend_bases.py:806(get_clip_path)
      150    0.000    0.000    0.000    0.000 backend_bases.py:816(get_dashes)
      150    0.000    0.000    0.000    0.000 backend_bases.py:856(get_snap)
       80    0.000    0.000    0.000    0.000 backend_bases.py:867(set_alpha)
       92    0.000    0.000    0.000    0.000 backend_bases.py:884(set_antialiased)
       92    0.000    0.000    0.000    0.000 backend_bases.py:889(set_capstyle)
       14    0.000    0.000    0.000    0.000 backend_bases.py:894(set_clip_rectangle)
      150    0.000    0.000    0.002    0.000 backend_bases.py:900(set_clip_path)
       32    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
      226    0.000    0.000    0.000    0.000 backend_bases.py:937(set_foreground)
       92    0.000    0.000    0.000    0.000 backend_bases.py:957(set_joinstyle)
       92    0.000    0.000    0.000    0.000 backend_bases.py:962(set_linewidth)
      146    0.000    0.000    0.000    0.000 backend_bases.py:966(set_url)
       96    0.000    0.000    0.000    0.000 backend_bases.py:974(set_snap)
      150    0.000    0.000    0.000    0.000 backend_bases.py:989(get_hatch)
      150    0.000    0.000    0.000    0.000 backend_bases.py:993(get_hatch_path)
        1    0.000    0.000    0.003    0.003 backend_cairo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:321(GraphicsContextCairo)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:406(_CairoRegion)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:412(FigureCanvasCairo)
        2    0.000    0.000    0.000    0.000 backend_cairo.py:52(_to_context)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:536(_BackendCairo)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:94(RendererCairo)
        1    0.005    0.005    0.074    0.074 backend_gtk3.py:1(<module>)
        2    0.041    0.020    0.041    0.021 backend_gtk3.py:156(__init__)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:195(destroy)
        2    0.000    0.000    0.011    0.005 backend_gtk3.py:223(key_press_event)
       11    0.004    0.000    0.024    0.002 backend_gtk3.py:233(motion_notify_event)
        2    0.000    0.000    0.002    0.001 backend_gtk3.py:247(enter_notify_event)
        2    0.000    0.000    0.001    0.000 backend_gtk3.py:253(size_allocate)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:261(_get_key)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:280(configure_event)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:296(_post_draw)
        4    0.000    0.000    0.000    0.000 backend_gtk3.py:329(draw)
        4    0.000    0.000    0.000    0.000 backend_gtk3.py:334(draw_idle)
        2    0.000    0.000    0.071    0.036 backend_gtk3.py:338(idle_draw)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:355(FigureManagerGTK3)
        2    0.019    0.009    0.066    0.033 backend_gtk3.py:371(__init__)
        2    0.039    0.019    0.039    0.019 backend_gtk3.py:399(add_widget)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:417(<lambda>)
        2    0.003    0.002    0.004    0.002 backend_gtk3.py:425(destroy)
        2    0.021    0.011    0.170    0.085 backend_gtk3.py:443(show)
        2    0.000    0.000    0.007    0.004 backend_gtk3.py:458(_get_toolbar)
        2    0.000    0.000    0.000    0.000 backend_gtk3.py:472(set_window_title)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:491(NavigationToolbar2GTK3)
        2    0.004    0.002    0.007    0.004 backend_gtk3.py:492(__init__)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:52(TimerGTK3)
       11    0.001    0.000    0.001    0.000 backend_gtk3.py:549(set_message)
        4    0.000    0.000    0.000    0.000 backend_gtk3.py:553(set_cursor)
        4    0.000    0.000    0.000    0.000 backend_gtk3.py:656(set_history_buttons)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:665(ToolbarGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:745(StatusbarGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:757(RubberbandGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:767(SaveFigureGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:776(SetCursorGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:782(ConfigureSubplotsGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:842(HelpGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:88(FigureCanvasGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:927(ToolCopyToClipboardGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:968(_BackendGTK3)
        2    0.000    0.000    2.036    1.018 backend_gtk3.py:977(mainloop)
        1    0.000    0.000    0.078    0.078 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:14(FigureCanvasGTK3Agg)
        2    0.000    0.000    0.041    0.021 backend_gtk3agg.py:16(__init__)
        2    0.000    0.000    0.026    0.013 backend_gtk3agg.py:20(on_draw_event)
        4    0.000    0.000    0.218    0.054 backend_gtk3agg.py:69(draw)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:79(FigureManagerGTK3Agg)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:83(_BackendGTK3Cairo)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolManagerMessageEvent)
