Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 __init__.py:2112(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:2118(__iter__)
    36/34    0.000    0.000    0.018    0.001 __init__.py:213(process)
        1    0.000    0.000    0.000    0.000 __init__.py:2135(NullHandler)
       39    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        2    0.000    0.000    0.021    0.010 __init__.py:2154(_unmultiplied_rgba8888_to_premultiplied_argb32)
       10    0.000    0.000    0.000    0.000 __init__.py:216(_logged_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:220(c_ubyte)
      155    0.000    0.000    0.000    0.000 __init__.py:220(deprecated_attr)
      398    0.002    0.000    0.003    0.000 __init__.py:2219(_check_isinstance)
       39    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
      796    0.000    0.000    0.000    0.000 __init__.py:2234(<genexpr>)
      398    0.000    0.000    0.000    0.000 __init__.py:2236(type_name)
     2518    0.002    0.000    0.002    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.000    0.000 __init__.py:227(c_byte)
      211    0.001    0.000    0.001    0.000 __init__.py:2271(_check_shape)
      633    0.000    0.000    0.000    0.000 __init__.py:2291(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:23(OverridesProxyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:23(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
        1    0.000    0.000    0.000    0.000 __init__.py:232(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:2332(_classproperty)
        1    0.000    0.000    0.000    0.000 __init__.py:234(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:2349(__init__)
  123/122    0.000    0.000    0.001    0.000 __init__.py:235(wrapper)
        4    0.000    0.000    0.000    0.000 __init__.py:2356(_backend_module_name)
        1    0.000    0.000    0.000    0.000 __init__.py:237(c_char_p)
       28    0.000    0.000    0.000    0.000 __init__.py:240(deprecated_init)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:248(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:253(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:258(c_wchar)
       12    0.000    0.000    0.000    0.000 __init__.py:26(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:260(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
       22    0.001    0.000    0.001    0.000 __init__.py:270(new_init)
        1    0.000    0.000    0.000    0.000 __init__.py:272(LogRecord)
        1    0.000    0.000    0.004    0.004 __init__.py:274(load)
        2    0.000    0.000    0.004    0.002 __init__.py:299(loads)
        3    0.000    0.000    0.000    0.000 __init__.py:303(<genexpr>)
  280/252    0.000    0.000    0.007    0.000 __init__.py:31(__getattr__)
       32    0.002    0.000    0.005    0.000 __init__.py:313(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:318(CDLL)
      104    0.000    0.000    0.004    0.000 __init__.py:324(strip_boolean_result)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
      177    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 __init__.py:396(PyDLL)
        1    0.000    0.000    0.001    0.001 __init__.py:413(PercentStyle)
        3    0.000    0.000    0.000    0.000 __init__.py:42(private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:423(_asdict)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 __init__.py:431(is_scalar_or_string)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:44(_DeprecatedAttribute)
        2    0.000    0.000    0.000    0.000 __init__.py:44(get_projection_class)
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
       17    0.000    0.000    0.001    0.000 __init__.py:474(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        3    0.000    0.000    0.000    0.000 __init__.py:498(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:499(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
      155    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:522(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:531(__init__)
       27    0.000    0.000    0.000    0.000 __init__.py:536(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Stack)
        4    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:569(matplotlib_fname)
       30    0.000    0.000    0.000    0.000 __init__.py:58(__get__)
        4    0.000    0.000    0.000    0.000 __init__.py:580(push)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
       10    0.000    0.000    0.000    0.000 __init__.py:605(clear)
        2    0.000    0.000    0.000    0.000 __init__.py:610(bubble)
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
       30    0.000    0.000    0.002    0.000 __init__.py:652(__init__)
     1241    0.001    0.000    0.013    0.000 __init__.py:655(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:68(_DummyStaticModule)
        3    0.000    0.000    0.000    0.000 __init__.py:681(safe_masked_invalid)
     9957    0.005    0.000    0.090    0.000 __init__.py:686(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:746(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:747(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
    12/11    0.001    0.000    0.058    0.005 __init__.py:75(load_overrides)
        1    0.000    0.000    0.000    0.000 __init__.py:758(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:764(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
       56    0.000    0.000    0.001    0.000 __init__.py:770(_open_file_or_url)
       36    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
     1790    0.000    0.000    0.000    0.000 __init__.py:785(<lambda>)
       28    0.003    0.000    0.018    0.001 __init__.py:785(_rc_params_in_file)
        8    0.000    0.000    0.000    0.000 __init__.py:798(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:799(<dictcomp>)
      376    0.000    0.000    0.000    0.000 __init__.py:804(clean)
      376    0.000    0.000    0.000    0.000 __init__.py:807(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
      372    0.001    0.000    0.001    0.000 __init__.py:853(get_siblings)
      372    0.000    0.000    0.000    0.000 __init__.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
       26    0.000    0.000    0.013    0.000 __init__.py:859(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:86(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
      757    0.000    0.000    0.000    0.000 __init__.py:907(<lambda>)
        8    0.000    0.000    0.000    0.000 __init__.py:91(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:917(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:94(__call__)
        2    0.000    0.000    0.000    0.000 __init__.py:95(require_version)
        1    0.000    0.000    0.000    0.000 __init__.py:961(_combine_masks)
        1    0.000    0.000    0.005    0.005 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
       19    0.000    0.000    0.001    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 _animation_data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
     1598    0.001    0.000    0.005    0.000 _asarray.py:14(asarray)
      635    0.000    0.000    0.002    0.000 _asarray.py:86(asanyarray)
        1    0.000    0.000    0.039    0.039 _axes.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _axes.py:1197(vlines)
        5    0.000    0.000    0.005    0.001 _axes.py:1510(plot)
        1    0.000    0.000    0.006    0.006 _axes.py:3130(errorbar)
        1    0.000    0.000    0.004    0.004 _axes.py:316(legend)
        1    0.000    0.000    0.000    0.000 _axes.py:3246(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _axes.py:3372(apply_mask)
        1    0.000    0.000    0.000    0.000 _axes.py:3375(<listcomp>)
        1    0.000    0.000    0.000    0.000 _axes.py:3377(extract_err)
        1    0.000    0.000    0.000    0.000 _axes.py:3411(<listcomp>)
        1    0.000    0.000    0.000    0.000 _axes.py:3412(<listcomp>)
        1    0.001    0.001    0.012    0.012 _axes.py:71(Axes)
        1    0.000    0.000    0.008    0.008 _base.py:1(<module>)
        2    0.000    0.000    0.036    0.018 _base.py:1038(cla)
        2    0.000    0.000    0.000    0.000 _base.py:1195(_set_title_offset_trans)
        8    0.000    0.000    0.000    0.000 _base.py:1281(get_aspect)
        2    0.000    0.000    0.000    0.000 _base.py:1432(set_box_aspect)
        8    0.000    0.000    0.001    0.000 _base.py:1566(apply_aspect)
        1    0.000    0.000    0.000    0.000 _base.py:174(_process_plot_var_args)
        4    0.000    0.000    0.000    0.000 _base.py:185(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1917(add_collection)
        6    0.000    0.000    0.003    0.000 _base.py:1956(add_line)
        4    0.000    0.000    0.000    0.000 _base.py:198(set_prop_cycle)
        6    0.000    0.000    0.001    0.000 _base.py:1982(_update_line_limits)
       10    0.000    0.000    0.002    0.000 _base.py:209(__call__)
        1    0.000    0.000    0.000    0.000 _base.py:2123(update_datalim)
       15    0.000    0.000    0.000    0.000 _base.py:2161(_process_unit_info)
       30    0.000    0.000    0.000    0.000 _base.py:2164(_process_single_axis)
        5    0.000    0.000    0.000    0.000 _base.py:221(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2249(use_sticky_edges)
        2    0.000    0.000    0.002    0.001 _base.py:2446(autoscale_view)
        2    0.000    0.000    0.000    0.000 _base.py:2496(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2502(<listcomp>)
        4    0.000    0.000    0.002    0.000 _base.py:2512(handle_single_axis)
        4    0.000    0.000    0.000    0.000 _base.py:2519(<listcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:2521(<listcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:2525(<listcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:2528(<listcomp>)
       22    0.000    0.000    0.000    0.000 _base.py:2586(_get_axis_list)
        4    0.000    0.000    0.003    0.001 _base.py:2607(_update_title_position)
       16    0.000    0.000    0.000    0.000 _base.py:2658(<genexpr>)
        4    0.000    0.000    0.212    0.053 _base.py:2665(draw)
        4    0.000    0.000    0.000    0.000 _base.py:2719(<listcomp>)
        5    0.000    0.000    0.000    0.000 _base.py:281(_getdefaults)
        2    0.000    0.000    0.000    0.000 _base.py:2815(set_axisbelow)
        4    0.000    0.000    0.020    0.005 _base.py:2851(grid)
       10    0.000    0.000    0.000    0.000 _base.py:289(<genexpr>)
        5    0.000    0.000    0.000    0.000 _base.py:299(_setdefaults)
        4    0.000    0.000    0.005    0.001 _base.py:3015(tick_params)
        5    0.000    0.000    0.001    0.000 _base.py:308(_makeline)
        2    0.000    0.000    0.000    0.000 _base.py:3103(set_axis_on)
        2    0.000    0.000    0.000    0.000 _base.py:3128(get_xbound)
        2    0.000    0.000    0.000    0.000 _base.py:3144(set_xbound)
        2    0.000    0.000    0.000    0.000 _base.py:3176(get_xlim)
       16    0.000    0.000    0.000    0.000 _base.py:3199(_validate_converted_limits)
        4    0.000    0.000    0.001    0.000 _base.py:3216(set_xlim)
        1    0.000    0.000    0.000    0.000 _base.py:33(_axis_method_wrapper)
        2    0.000    0.000    0.000    0.000 _base.py:3417(get_ybound)
        2    0.000    0.000    0.000    0.000 _base.py:3433(set_ybound)
        2    0.000    0.000    0.000    0.000 _base.py:3465(get_ylim)
        4    0.000    0.000    0.000    0.000 _base.py:3488(set_ylim)
        5    0.000    0.000    0.002    0.000 _base.py:367(_plot_args)
        9    0.000    0.000    0.003    0.000 _base.py:3678(format_xdata)
        9    0.000    0.000    0.005    0.001 _base.py:3688(format_ydata)
        9    0.000    0.000    0.008    0.001 _base.py:3698(format_coord)
        9    0.000    0.000    0.000    0.000 _base.py:3748(get_navigate)
        2    0.000    0.000    0.000    0.000 _base.py:3754(set_navigate)
        2    0.000    0.000    0.000    0.000 _base.py:3770(set_navigate_mode)
       10    0.000    0.000    0.000    0.000 _base.py:378(<genexpr>)
       12    0.000    0.000    0.000    0.000 _base.py:4038(get_children)
        5    0.000    0.000    0.001    0.000 _base.py:418(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:422(_AxesBase)
        2    0.000    0.000    0.050    0.025 _base.py:434(__init__)
       31    0.000    0.000    0.000    0.000 _base.py:51(__init__)
       31    0.000    0.000    0.001    0.000 _base.py:56(__set_name__)
       12    0.000    0.000    0.000    0.000 _base.py:593(get_window_extent)
        2    0.000    0.000    0.006    0.003 _base.py:611(_init_axis)
       16    0.000    0.000    0.000    0.000 _base.py:62(wrapper)
        2    0.000    0.000    0.000    0.000 _base.py:621(set_figure)
