CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
001A;Montesinos, Los y Algorfa;023A;Almoradí;85;
001A;Montesinos, Los y Algorfa;058A;Rojales;189;
001A;Montesinos, Los y Algorfa;061A;San Miguel de Salinas;66;
001A;Montesinos, Los y Algorfa;091A;Orihuela (distrito 05);95;
001A;Montesinos, Los y Algorfa;097A;Torrevieja (distrito 01);226;
001A;Montesinos, Los y Algorfa;098A;Torrevieja (distrito 02);191;
001A;Montesinos, Los y Algorfa;099A;Torrevieja (distrito 03);100;
001B;Sant Joan de Vilatorrada y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;49;
001B;Sant Joan de Vilatorrada y otros municipios;019B;Sant Pere de Vilamajor y otros municipios;39;
001B;Sant Joan de Vilatorrada y otros municipios;032B;Taradell y otros municipios;28;
001B;Sant Joan de Vilatorrada y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);113;
001B;Sant Joan de Vilatorrada y otros municipios;091B;Navarcles;49;
001B;Sant Joan de Vilatorrada y otros municipios;106B;Sallent;84;
001B;Sant Joan de Vilatorrada y otros municipios;107B;Santpedor;120;
001B;Sant Joan de Vilatorrada y otros municipios;117B;Sant Fruitós de Bages;169;
001B;Sant Joan de Vilatorrada y otros municipios;137B;Súria;50;
001B;Sant Joan de Vilatorrada y otros municipios;253B;Manresa (distrito 02);279;
001B;Sant Joan de Vilatorrada y otros municipios;254B;Manresa (distritos 01 y 03);85;
001B;Sant Joan de Vilatorrada y otros municipios;255B;Manresa (distrito 04);287;
001B;Sant Joan de Vilatorrada y otros municipios;256B;Manresa (distrito 05);235;
001M;Fuentidueña de Tajo y otros municipios;002M;Perales de Tajuña y otros municipios;29;
001M;Fuentidueña de Tajo y otros municipios;04CU;Barajas de Melo y otros municipios;28;
001M;Fuentidueña de Tajo y otros municipios;080M;Villarejo de Salvanés;55;
001M;Fuentidueña de Tajo y otros municipios;096M;Arganda del Rey;45;
001M;Fuentidueña de Tajo y otros municipios;11GU;Mondéjar y otros municipios;53;
001M;Fuentidueña de Tajo y otros municipios;24TO;Santa Cruz de la Zarza y Villatobas;18;
001M;Fuentidueña de Tajo y otros municipios;26CU;Tarancón;39;
001S;Real de la Jara, El y otros municipios;055S;Guillena;44;
001S;Real de la Jara, El y otros municipios;10HU;Santa Olalla del Cala y otros municipios;20;
001S;Real de la Jara, El y otros municipios;12HU;Minas de Riotinto y otros municipios;34;
001S;Real de la Jara, El y otros municipios;22BA;Monesterio y Calera de León;22;
001V;Daimús y otros municipios;002V;Bellreguard y otros municipios;145;
001V;Daimús y otros municipios;003V;Gandia (distritos 01 y 03);191;
001V;Daimús y otros municipios;004V;Vilallonga/Villalonga y Ador;51;
001V;Daimús y otros municipios;006V;Real de Gandía y otros municipios;39;
001V;Daimús y otros municipios;012V;Xeraco y Xeresa;20;
001V;Daimús y otros municipios;037A;Dénia;68;
001V;Daimús y otros municipios;042V;Rótova y otros municipios;24;
001V;Daimús y otros municipios;049V;Oliva y otros municipios;105;
001V;Daimús y otros municipios;075V;Gandia (distrito 06);24;
001V;Daimús y otros municipios;093V;Gandia (distrito 04);235;
001V;Daimús y otros municipios;142V;Gandia (distrito 02);87;
002A;Formentera del Segura y otros municipios;001A;Montesinos, Los y Algorfa;16;
002A;Formentera del Segura y otros municipios;004A;Cox y otros municipios;16;
002A;Formentera del Segura y otros municipios;023A;Almoradí;244;
002A;Formentera del Segura y otros municipios;027A;Benejúzar;16;
002A;Formentera del Segura y otros municipios;031A;Callosa de Segura;16;
002A;Formentera del Segura y otros municipios;034A;Catral;36;
002A;Formentera del Segura y otros municipios;036A;Crevillent;16;
002A;Formentera del Segura y otros municipios;038A;Dolores;42;
002A;Formentera del Segura y otros municipios;041A;Guardamar del Segura;46;
002A;Formentera del Segura y otros municipios;058A;Rojales;572;
002A;Formentera del Segura y otros municipios;059A;San Fulgencio;117;
002A;Formentera del Segura y otros municipios;062A;Santa Pola;16;
002A;Formentera del Segura y otros municipios;065A;Pilar de la Horadada;16;
002A;Formentera del Segura y otros municipios;077A;Elche/Elx (distrito 01);16;
002A;Formentera del Segura y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);88;
002A;Formentera del Segura y otros municipios;090A;Orihuela (distrito 04);16;
002A;Formentera del Segura y otros municipios;091A;Orihuela (distrito 05);44;
002A;Formentera del Segura y otros municipios;097A;Torrevieja (distrito 01);50;
002A;Formentera del Segura y otros municipios;098A;Torrevieja (distrito 02);16;
002A;Formentera del Segura y otros municipios;099A;Torrevieja (distrito 03);16;
002A;Formentera del Segura y otros municipios;116A;Alicante (SCD Number 8-B);16;
002B;Òdena y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;91;
002B;Òdena y otros municipios;004B;Capellades y Vallbona d'Anoia;25;
002B;Òdena y otros municipios;009B;Hostalets de Pierola, Els y Bruc, El;17;
002B;Òdena y otros municipios;019B;Sant Pere de Vilamajor y otros municipios;62;
002B;Òdena y otros municipios;074B;Igualada;531;
002B;Òdena y otros municipios;081B;Martorell;32;
002B;Òdena y otros municipios;098B;Piera;26;
002B;Òdena y otros municipios;129B;Santa Margarida de Montbui;99;
002B;Òdena y otros municipios;145B;Vilanova del Camí;123;
002B;Òdena y otros municipios;174B;Barcelona (SCD la Marina i la Zona Franca-Port);23;
002M;Perales de Tajuña y otros municipios;001M;Fuentidueña de Tajo y otros municipios;31;
002M;Perales de Tajuña y otros municipios;003M;Valdilecha y otros municipios;36;
002M;Perales de Tajuña y otros municipios;018M;Chinchón y otros municipios;25;
002M;Perales de Tajuña y otros municipios;058M;Morata de Tajuña;29;
002M;Perales de Tajuña y otros municipios;080M;Villarejo de Salvanés;81;
002M;Perales de Tajuña y otros municipios;096M;Arganda del Rey;213;
002M;Perales de Tajuña y otros municipios;133M;Rivas-Vaciamadrid (sección 029 y otras secciones del distrito 01);29;
002S;Cazalla de la Sierra y Pedroso, El;003S;Guadalcanal y otros municipios;59;
002S;Cazalla de la Sierra y Pedroso, El;005S;Constantina y Navas de la Concepción, Las;89;
002V;Bellreguard y otros municipios;001V;Daimús y otros municipios;144;
002V;Bellreguard y otros municipios;003V;Gandia (distritos 01 y 03);231;
002V;Bellreguard y otros municipios;004V;Vilallonga/Villalonga y Ador;42;
002V;Bellreguard y otros municipios;005V;Font d'En Carròs, la y otros municipios;54;
002V;Bellreguard y otros municipios;006V;Real de Gandía y otros municipios;110;
002V;Bellreguard y otros municipios;037A;Dénia;34;
002V;Bellreguard y otros municipios;049V;Oliva y otros municipios;457;
002V;Bellreguard y otros municipios;051V;Gandia (distrito 07) y Benirredrà;35;
002V;Bellreguard y otros municipios;089V;Gandia (distrito 05);35;
002V;Bellreguard y otros municipios;093V;Gandia (distrito 04);105;
002V;Bellreguard y otros municipios;142V;Gandia (distrito 02);96;
003A;Bigastro y Jacarilla;001A;Montesinos, Los y Algorfa;19;
003A;Bigastro y Jacarilla;002A;Formentera del Segura y otros municipios;19;
003A;Bigastro y Jacarilla;004A;Cox y otros municipios;19;
003A;Bigastro y Jacarilla;021A;Orihuela (distrito 08) y Rafal;271;
003A;Bigastro y Jacarilla;023A;Almoradí;19;
003A;Bigastro y Jacarilla;027A;Benejúzar;96;
003A;Bigastro y Jacarilla;031A;Callosa de Segura;19;
003A;Bigastro y Jacarilla;032A;Campello, el;19;
003A;Bigastro y Jacarilla;036A;Crevillent;19;
003A;Bigastro y Jacarilla;03MU;Abanilla;67;
003A;Bigastro y Jacarilla;057A;Redován;19;
003A;Bigastro y Jacarilla;061A;San Miguel de Salinas;19;
003A;Bigastro y Jacarilla;065A;Pilar de la Horadada;19;
003A;Bigastro y Jacarilla;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);19;
003A;Bigastro y Jacarilla;087A;Orihuela (distrito 01);64;
003A;Bigastro y Jacarilla;088A;Orihuela (distrito 02);43;
003A;Bigastro y Jacarilla;089A;Orihuela (distrito 03);19;
003A;Bigastro y Jacarilla;090A;Orihuela (distrito 04);19;
003A;Bigastro y Jacarilla;091A;Orihuela (distrito 05);122;
003A;Bigastro y Jacarilla;092A;Orihuela (distrito 06);259;
003A;Bigastro y Jacarilla;093A;Orihuela (distrito 07);49;
003A;Bigastro y Jacarilla;097A;Torrevieja (distrito 01);19;
003A;Bigastro y Jacarilla;098A;Torrevieja (distrito 02);19;
003A;Bigastro y Jacarilla;099A;Torrevieja (distrito 03);19;
003A;Bigastro y Jacarilla;11MU;Beniel;19;
003A;Bigastro y Jacarilla;37MU;Santomera;19;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;002B;Òdena y otros municipios;100;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;004B;Capellades y Vallbona d'Anoia;113;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;023B;Sant Pere de Riudebitlles y otros municipios;25;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;074B;Igualada;124;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;098B;Piera;36;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;129B;Santa Margarida de Montbui;18;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;145B;Vilanova del Camí;96;
003M;Valdilecha y otros municipios;002M;Perales de Tajuña y otros municipios;58;
003M;Valdilecha y otros municipios;004M;Anchuelo y otros municipios;72;
003M;Valdilecha y otros municipios;035M;Campo Real;26;
003M;Valdilecha y otros municipios;050M;Loeches;50;
003M;Valdilecha y otros municipios;060M;Nuevo Baztán;134;
003M;Valdilecha y otros municipios;096M;Arganda del Rey;127;
003M;Valdilecha y otros municipios;137M;Torrejón de Ardoz (distrito 02);18;
003M;Valdilecha y otros municipios;138M;Torrejón de Ardoz (distrito 03);18;
003S;Guadalcanal y otros municipios;002S;Cazalla de la Sierra y Pedroso, El;48;
003S;Guadalcanal y otros municipios;005S;Constantina y Navas de la Concepción, Las;40;
003S;Guadalcanal y otros municipios;23BA;Montemolín y otros municipios;28;
003S;Guadalcanal y otros municipios;24BA;Azuaga y otros municipios;20;
003V;Gandia (distritos 01 y 03);001V;Daimús y otros municipios;86;
003V;Gandia (distritos 01 y 03);002V;Bellreguard y otros municipios;77;
003V;Gandia (distritos 01 y 03);004V;Vilallonga/Villalonga y Ador;32;
003V;Gandia (distritos 01 y 03);005V;Font d'En Carròs, la y otros municipios;20;
003V;Gandia (distritos 01 y 03);006V;Real de Gandía y otros municipios;103;
003V;Gandia (distritos 01 y 03);012V;Xeraco y Xeresa;21;
003V;Gandia (distritos 01 y 03);042V;Rótova y otros municipios;32;
003V;Gandia (distritos 01 y 03);049V;Oliva y otros municipios;107;
003V;Gandia (distritos 01 y 03);051V;Gandia (distrito 07) y Benirredrà;64;
003V;Gandia (distritos 01 y 03);075V;Gandia (distrito 06);103;
003V;Gandia (distritos 01 y 03);089V;Gandia (distrito 05);101;
003V;Gandia (distritos 01 y 03);093V;Gandia (distrito 04);144;
003V;Gandia (distritos 01 y 03);142V;Gandia (distrito 02);307;
004A;Cox y otros municipios;005A;Albatera y San Isidro;282;
004A;Cox y otros municipios;021A;Orihuela (distrito 08) y Rafal;103;
004A;Cox y otros municipios;031A;Callosa de Segura;234;
004A;Cox y otros municipios;036A;Crevillent;86;
004A;Cox y otros municipios;057A;Redován;69;
004A;Cox y otros municipios;092A;Orihuela (distrito 06);42;
004A;Cox y otros municipios;093A;Orihuela (distrito 07);165;
004B;Capellades y Vallbona d'Anoia;002B;Òdena y otros municipios;41;
004B;Capellades y Vallbona d'Anoia;003B;Torre de Claramunt, La y Pobla de Claramunt, La;208;
004B;Capellades y Vallbona d'Anoia;074B;Igualada;87;
004B;Capellades y Vallbona d'Anoia;098B;Piera;127;
004M;Anchuelo y otros municipios;003M;Valdilecha y otros municipios;56;
004M;Anchuelo y otros municipios;050M;Loeches;23;
004M;Anchuelo y otros municipios;060M;Nuevo Baztán;37;
004M;Anchuelo y otros municipios;065M;San Fernando de Henares;17;
004M;Anchuelo y otros municipios;077M;Villalbilla;93;
004M;Anchuelo y otros municipios;083M;Alcalá de Henares (distrito 01);17;
004M;Anchuelo y otros municipios;084M;Alcalá de Henares (distrito 02);35;
004M;Anchuelo y otros municipios;085M;Alcalá de Henares (distrito 03);36;
004M;Anchuelo y otros municipios;086M;Alcalá de Henares (distrito 04);17;
004M;Anchuelo y otros municipios;087M;Alcalá de Henares (distrito 05) y Santos de la Humosa, Los;27;
004M;Anchuelo y otros municipios;096M;Arganda del Rey;22;
004M;Anchuelo y otros municipios;10GU;Pioz y Pozo de Guadalajara;47;
004M;Anchuelo y otros municipios;12GU;Loranca de Tajuña y otros municipios;35;
004S;Peñaflor y Puebla de los Infantes, La;006S;Lora del Río y Alcolea del Río;105;
004S;Peñaflor y Puebla de los Infantes, La;15CO;Posadas y Hornachuelos;34;
004S;Peñaflor y Puebla de los Infantes, La;61CO;Palma del Río;282;
004V;Vilallonga/Villalonga y Ador;001V;Daimús y otros municipios;62;
004V;Vilallonga/Villalonga y Ador;003V;Gandia (distritos 01 y 03);111;
004V;Vilallonga/Villalonga y Ador;005V;Font d'En Carròs, la y otros municipios;67;
004V;Vilallonga/Villalonga y Ador;006V;Real de Gandía y otros municipios;131;
004V;Vilallonga/Villalonga y Ador;042V;Rótova y otros municipios;59;
004V;Vilallonga/Villalonga y Ador;049V;Oliva y otros municipios;94;
004V;Vilallonga/Villalonga y Ador;093V;Gandia (distrito 04);55;
004V;Vilallonga/Villalonga y Ador;142V;Gandia (distrito 02);62;
005A;Albatera y San Isidro;004A;Cox y otros municipios;310;
005A;Albatera y San Isidro;021A;Orihuela (distrito 08) y Rafal;74;
005A;Albatera y San Isidro;023A;Almoradí;69;
005A;Albatera y San Isidro;031A;Callosa de Segura;91;
005A;Albatera y San Isidro;034A;Catral;96;
005A;Albatera y San Isidro;036A;Crevillent;245;
005A;Albatera y San Isidro;057A;Redován;95;
005A;Albatera y San Isidro;077A;Elche/Elx (distrito 01);30;
005A;Albatera y San Isidro;078A;Elche/Elx (distrito 02);29;
005A;Albatera y San Isidro;079A;Elche/Elx (distrito 03);30;
005A;Albatera y San Isidro;082A;Elche/Elx (secciones 001 a 022 del distrito 06);24;
005A;Albatera y San Isidro;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);211;
005A;Albatera y San Isidro;093A;Orihuela (distrito 07);140;
005A;Albatera y San Isidro;116A;Alicante (SCD Number 8-B);48;
005B;Mediona y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;25;
005B;Mediona y otros municipios;023B;Sant Pere de Riudebitlles y otros municipios;129;
005B;Mediona y otros municipios;024B;Font-rubí y otros municipios;37;
005B;Mediona y otros municipios;126B;Sant Sadurní d'Anoia;36;
005B;Mediona y otros municipios;146B;Vilafranca del Penedès;67;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;007M;Buitrago del Lozoya y otros municipios;196;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;019M;Cabrera, La y otros municipios;52;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;022M;Torrelaguna y Redueña;44;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;064M;San Agustín del Guadalix;16;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;06GU;Humanes y otros municipios;36;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;16GU;Casar, El y Uceda;67;
005S;Constantina y Navas de la Concepción, Las;002S;Cazalla de la Sierra y Pedroso, El;104;
005S;Constantina y Navas de la Concepción, Las;003S;Guadalcanal y otros municipios;46;
005S;Constantina y Navas de la Concepción, Las;006S;Lora del Río y Alcolea del Río;56;
005V;Font d'En Carròs, la y otros municipios;002V;Bellreguard y otros municipios;59;
005V;Font d'En Carròs, la y otros municipios;003V;Gandia (distritos 01 y 03);95;
005V;Font d'En Carròs, la y otros municipios;004V;Vilallonga/Villalonga y Ador;134;
005V;Font d'En Carròs, la y otros municipios;006V;Real de Gandía y otros municipios;187;
005V;Font d'En Carròs, la y otros municipios;049V;Oliva y otros municipios;149;
005V;Font d'En Carròs, la y otros municipios;093V;Gandia (distrito 04);30;
005V;Font d'En Carròs, la y otros municipios;142V;Gandia (distrito 02);81;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;025A;Aspe;133;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;03MU;Abanilla;61;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;048A;Novelda;80;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;055A;Pinós, el/Pinoso;58;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);76;
006B;Subirats y Olesa de Bonesvalls;014B;Canyelles y Olivella;28;
006B;Subirats y Olesa de Bonesvalls;020B;Granada, La y otros municipios;63;
006B;Subirats y Olesa de Bonesvalls;021B;Olèrdola y Castellet i la Gornal;19;
006B;Subirats y Olesa de Bonesvalls;126B;Sant Sadurní d'Anoia;144;
006B;Subirats y Olesa de Bonesvalls;143B;Vallirana;38;
006B;Subirats y Olesa de Bonesvalls;146B;Vilafranca del Penedès;85;
006S;Lora del Río y Alcolea del Río;004S;Peñaflor y Puebla de los Infantes, La;76;
006S;Lora del Río y Alcolea del Río;005S;Constantina y Navas de la Concepción, Las;22;
006S;Lora del Río y Alcolea del Río;024S;Alcalá de Guadaíra (distrito 04);46;
006S;Lora del Río y Alcolea del Río;037S;Campana, La;120;
006S;Lora del Río y Alcolea del Río;039S;Carmona;230;
006S;Lora del Río y Alcolea del Río;048S;Dos Hermanas (distrito 05);44;
006S;Lora del Río y Alcolea del Río;069S;Rinconada, La;63;
006S;Lora del Río y Alcolea del Río;078S;Sevilla (SCD Number 2-A);21;
006S;Lora del Río y Alcolea del Río;093S;Sevilla (SCD Number 5-E);23;
006S;Lora del Río y Alcolea del Río;113S;Tocina;33;
006S;Lora del Río y Alcolea del Río;119S;Villanueva del Río y Minas;54;
006S;Lora del Río y Alcolea del Río;61CO;Palma del Río;68;
006V;Real de Gandía y otros municipios;001V;Daimús y otros municipios;21;
006V;Real de Gandía y otros municipios;002V;Bellreguard y otros municipios;57;
006V;Real de Gandía y otros municipios;003V;Gandia (distritos 01 y 03);269;
006V;Real de Gandía y otros municipios;004V;Vilallonga/Villalonga y Ador;151;
006V;Real de Gandía y otros municipios;005V;Font d'En Carròs, la y otros municipios;147;
006V;Real de Gandía y otros municipios;042V;Rótova y otros municipios;44;
006V;Real de Gandía y otros municipios;049V;Oliva y otros municipios;167;
006V;Real de Gandía y otros municipios;051V;Gandia (distrito 07) y Benirredrà;100;
006V;Real de Gandía y otros municipios;075V;Gandia (distrito 06);65;
006V;Real de Gandía y otros municipios;089V;Gandia (distrito 05);77;
006V;Real de Gandía y otros municipios;093V;Gandia (distrito 04);100;
006V;Real de Gandía y otros municipios;142V;Gandia (distrito 02);123;
007A;Sax y Salinas;008A;Elda (distritos 02 y 03);100;
007A;Sax y Salinas;054A;Petrer;209;
007A;Sax y Salinas;064A;Villena;152;
007B;Castellbell i el Vilar y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;140;
007B;Castellbell i el Vilar y otros municipios;142B;Vacarisses;190;
007M;Buitrago del Lozoya y otros municipios;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;172;
007M;Buitrago del Lozoya y otros municipios;019M;Cabrera, La y otros municipios;34;
007M;Buitrago del Lozoya y otros municipios;021M;Guadalix de la Sierra y Navalafuente;20;
007S;Luisiana, La y Cañada Rosal;049S;Écija;389;
007V;Simat de la Valldigna y Benifairó de la Valldigna;107V;Tavernes de la Valldigna;352;
007V;Simat de la Valldigna y Benifairó de la Valldigna;151V;Xàtiva;48;
008A;Elda (distritos 02 y 03);007A;Sax y Salinas;75;
008A;Elda (distritos 02 y 03);046A;Monóvar/Monòver;104;
008A;Elda (distritos 02 y 03);048A;Novelda;35;
008A;Elda (distritos 02 y 03);054A;Petrer;339;
008A;Elda (distritos 02 y 03);084A;Elda (distrito 01);74;
008A;Elda (distritos 02 y 03);085A;Elda (distrito 04);51;
008A;Elda (distritos 02 y 03);086A;Elda (distrito 05);29;
008B;Sant Vicenç de Castellet y otros municipios;007B;Castellbell i el Vilar y otros municipios;155;
008B;Sant Vicenç de Castellet y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);81;
008B;Sant Vicenç de Castellet y otros municipios;104B;Pont de Vilomara i Rocafort, El;41;
008B;Sant Vicenç de Castellet y otros municipios;106B;Sallent;26;
008B;Sant Vicenç de Castellet y otros municipios;107B;Santpedor;27;
008B;Sant Vicenç de Castellet y otros municipios;117B;Sant Fruitós de Bages;65;
008B;Sant Vicenç de Castellet y otros municipios;142B;Vacarisses;39;
008B;Sant Vicenç de Castellet y otros municipios;253B;Manresa (distrito 02);56;
008B;Sant Vicenç de Castellet y otros municipios;255B;Manresa (distrito 04);74;
008B;Sant Vicenç de Castellet y otros municipios;256B;Manresa (distrito 05);135;
008B;Sant Vicenç de Castellet y otros municipios;305B;Terrassa (distrito 04);32;
008M;Cercedilla y Navacerrada;031M;Becerril de la Sierra;42;
008M;Cercedilla y Navacerrada;041M;Collado Mediano;24;
008M;Cercedilla y Navacerrada;047M;Guadarrama;104;
008M;Cercedilla y Navacerrada;055M;Molinos, Los;158;
008M;Cercedilla y Navacerrada;098M;Collado Villalba;58;
008S;Rubio, El y Marinaleda;010S;Estepa y Lora de Estepa;116;
008S;Rubio, El y Marinaleda;022S;Osuna y Lantejuela;61;
008S;Rubio, El y Marinaleda;049S;Écija;154;
008V;Manuel y otros municipios;009V;Pobla Llarga, la y otros municipios;179;
008V;Manuel y otros municipios;010V;Genovés y otros municipios;28;
008V;Manuel y otros municipios;037V;Llosa de Ranes, la y otros municipios;32;
008V;Manuel y otros municipios;062V;Villanueva de Castellón;46;
008V;Manuel y otros municipios;088V;Alcúdia, l';22;
008V;Manuel y otros municipios;123V;Carcaixent;51;
008V;Manuel y otros municipios;151V;Xàtiva;133;
008V;Manuel y otros municipios;164V;Alzira;61;
009A;Agost y Tibi;033A;Castalla;43;
009A;Agost y Tibi;042A;Ibi;69;
009A;Agost y Tibi;096A;San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 03);42;
009A;Agost y Tibi;116A;Alicante (SCD Number 8-B);114;
009B;Hostalets de Pierola, Els y Bruc, El;002B;Òdena y otros municipios;20;
009B;Hostalets de Pierola, Els y Bruc, El;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;34;
009B;Hostalets de Pierola, Els y Bruc, El;064B;Collbató;21;
009B;Hostalets de Pierola, Els y Bruc, El;068B;Esparreguera;28;
009B;Hostalets de Pierola, Els y Bruc, El;074B;Igualada;20;
009B;Hostalets de Pierola, Els y Bruc, El;083B;Masquefa;132;
009B;Hostalets de Pierola, Els y Bruc, El;098B;Piera;104;
009M;Robledo de Chavela y otros municipios;011M;Navalagamella y otros municipios;39;
009M;Robledo de Chavela y otros municipios;014M;San Martín de Valdeiglesias y Pelayos de la Presa;19;
009M;Robledo de Chavela y otros municipios;043M;Escorial, El;41;
009M;Robledo de Chavela y otros municipios;066M;San Lorenzo de El Escorial;43;
009M;Robledo de Chavela y otros municipios;06AV;Navas del Marqués, Las y Peguerinos;38;
009M;Robledo de Chavela y otros municipios;074M;Valdemorillo;38;
009S;Gilena y Aguadulce;010S;Estepa y Lora de Estepa;44;
009S;Gilena y Aguadulce;022S;Osuna y Lantejuela;194;
009S;Gilena y Aguadulce;065S;Pedrera;60;
009S;Gilena y Aguadulce;070S;Roda de Andalucía, La;30;
009V;Pobla Llarga, la y otros municipios;008V;Manuel y otros municipios;176;
009V;Pobla Llarga, la y otros municipios;035V;Alcàntera de Xúquer y otros municipios;27;
009V;Pobla Llarga, la y otros municipios;050V;Alberic y otros municipios;55;
009V;Pobla Llarga, la y otros municipios;062V;Villanueva de Castellón;180;
009V;Pobla Llarga, la y otros municipios;072V;Almussafes;16;
009V;Pobla Llarga, la y otros municipios;123V;Carcaixent;111;
009V;Pobla Llarga, la y otros municipios;151V;Xàtiva;55;
009V;Pobla Llarga, la y otros municipios;164V;Alzira;71;
010A;Biar y otros municipios;026A;Banyeres de Mariola;253;
010A;Biar y otros municipios;033A;Castalla;23;
010A;Biar y otros municipios;064A;Villena;364;
010B;Viladecavalls y Ullastrell;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;25;
010B;Viladecavalls y Ullastrell;046B;Abrera;44;
010B;Viladecavalls y Ullastrell;062B;Castellbisbal;60;
010B;Viladecavalls y Ullastrell;068B;Esparreguera;37;
010B;Viladecavalls y Ullastrell;081B;Martorell;40;
010B;Viladecavalls y Ullastrell;093B;Olesa de Montserrat;57;
010B;Viladecavalls y Ullastrell;098B;Piera;21;
010B;Viladecavalls y Ullastrell;273B;Rubí (distrito 02);23;
010B;Viladecavalls y Ullastrell;302B;Terrassa (distrito 01);61;
010B;Viladecavalls y Ullastrell;303B;Terrassa (distrito 02);21;
010B;Viladecavalls y Ullastrell;304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);120;
010B;Viladecavalls y Ullastrell;305B;Terrassa (distrito 04);182;
010B;Viladecavalls y Ullastrell;306B;Terrassa (distrito 05);108;
010B;Viladecavalls y Ullastrell;307B;Terrassa (distrito 06);39;
010M;Navas del Rey y Chapinería;011M;Navalagamella y otros municipios;42;
010M;Navas del Rey y Chapinería;012M;Quijorna y otros municipios;58;
010M;Navas del Rey y Chapinería;013M;Aldea del Fresno y Villamanta;26;
010M;Navas del Rey y Chapinería;014M;San Martín de Valdeiglesias y Pelayos de la Presa;31;
010M;Navas del Rey y Chapinería;081M;Villaviciosa de Odón;23;
010S;Estepa y Lora de Estepa;008S;Rubio, El y Marinaleda;76;
010S;Estepa y Lora de Estepa;009S;Gilena y Aguadulce;43;
010S;Estepa y Lora de Estepa;011S;Casariche y Badolatosa;62;
010S;Estepa y Lora de Estepa;022S;Osuna y Lantejuela;86;
010S;Estepa y Lora de Estepa;049S;Écija;389;
010S;Estepa y Lora de Estepa;056S;Herrera;87;
010S;Estepa y Lora de Estepa;065S;Pedrera;19;
010S;Estepa y Lora de Estepa;070S;Roda de Andalucía, La;59;
010S;Estepa y Lora de Estepa;64CO;Puente Genil;95;
010V;Genovés y otros municipios;037V;Llosa de Ranes, la y otros municipios;61;
010V;Genovés y otros municipios;151V;Xàtiva;323;
011A;Busot y otros municipios;022A;Alfàs del Pi, l';44;
011A;Busot y otros municipios;039A;Finestrat;39;
011A;Busot y otros municipios;047A;Mutxamel;79;
011A;Busot y otros municipios;060A;Sant Joan d'Alacant;78;
011A;Busot y otros municipios;063A;Villajoyosa/Vila Joiosa, la;147;
011A;Busot y otros municipios;073A;Benidorm (distrito 01);64;
011A;Busot y otros municipios;074A;Benidorm (distrito 02);67;
011A;Busot y otros municipios;075A;Benidorm (distrito 03);33;
011A;Busot y otros municipios;107A;Alicante (SCD Number 4-B);47;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;012B;Gelida y Castellví de Rosanes;195;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;046B;Abrera;101;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;062B;Castellbisbal;38;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;068B;Esparreguera;48;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;081B;Martorell;259;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;083B;Masquefa;95;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;109B;Sant Andreu de la Barca;17;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;126B;Sant Sadurní d'Anoia;75;
