CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
001A;Montesinos, Los y Algorfa;002A;Formentera del Segura y otros municipios;57;
001A;Montesinos, Los y Algorfa;003A;Bigastro y Jacarilla;18;
001A;Montesinos, Los y Algorfa;023A;Almoradí;98;
001A;Montesinos, Los y Algorfa;036A;Crevillent;18;
001A;Montesinos, Los y Algorfa;041A;Guardamar del Segura;18;
001A;Montesinos, Los y Algorfa;058A;Rojales;161;
001A;Montesinos, Los y Algorfa;061A;San Miguel de Salinas;81;
001A;Montesinos, Los y Algorfa;078A;Elche/Elx (distrito 02);18;
001A;Montesinos, Los y Algorfa;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);18;
001A;Montesinos, Los y Algorfa;091A;Orihuela (distrito 05);119;
001A;Montesinos, Los y Algorfa;097A;Torrevieja (distrito 01);261;
001A;Montesinos, Los y Algorfa;098A;Torrevieja (distrito 02);243;
001A;Montesinos, Los y Algorfa;099A;Torrevieja (distrito 03);73;
001A;Montesinos, Los y Algorfa;116A;Alicante (SCD Number 8-B);18;
001B;Sant Joan de Vilatorrada y otros municipios;019B;Sant Pere de Vilamajor y otros municipios;33;
001B;Sant Joan de Vilatorrada y otros municipios;032B;Taradell y otros municipios;36;
001B;Sant Joan de Vilatorrada y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);104;
001B;Sant Joan de Vilatorrada y otros municipios;106B;Sallent;40;
001B;Sant Joan de Vilatorrada y otros municipios;107B;Santpedor;103;
001B;Sant Joan de Vilatorrada y otros municipios;117B;Sant Fruitós de Bages;145;
001B;Sant Joan de Vilatorrada y otros municipios;137B;Súria;78;
001B;Sant Joan de Vilatorrada y otros municipios;253B;Manresa (distrito 02);185;
001B;Sant Joan de Vilatorrada y otros municipios;254B;Manresa (distritos 01 y 03);68;
001B;Sant Joan de Vilatorrada y otros municipios;255B;Manresa (distrito 04);245;
001B;Sant Joan de Vilatorrada y otros municipios;256B;Manresa (distrito 05);262;
001M;Fuentidueña de Tajo y otros municipios;04CU;Barajas de Melo y otros municipios;32;
001M;Fuentidueña de Tajo y otros municipios;080M;Villarejo de Salvanés;31;
001M;Fuentidueña de Tajo y otros municipios;096M;Arganda del Rey;51;
001M;Fuentidueña de Tajo y otros municipios;11GU;Mondéjar y otros municipios;19;
001M;Fuentidueña de Tajo y otros municipios;24TO;Santa Cruz de la Zarza y Villatobas;19;
001S;Real de la Jara, El y otros municipios;055S;Guillena;71;
001S;Real de la Jara, El y otros municipios;10HU;Santa Olalla del Cala y otros municipios;43;
001S;Real de la Jara, El y otros municipios;12HU;Minas de Riotinto y otros municipios;28;
001S;Real de la Jara, El y otros municipios;13HU;Nerva y Granada de Río-Tinto, La;24;
001V;Daimús y otros municipios;002V;Bellreguard y otros municipios;204;
001V;Daimús y otros municipios;003V;Gandia (distritos 01 y 03);159;
001V;Daimús y otros municipios;004V;Vilallonga/Villalonga y Ador;60;
001V;Daimús y otros municipios;006V;Real de Gandía y otros municipios;33;
001V;Daimús y otros municipios;012V;Xeraco y Xeresa;30;
001V;Daimús y otros municipios;037A;Dénia;49;
001V;Daimús y otros municipios;049V;Oliva y otros municipios;131;
001V;Daimús y otros municipios;093V;Gandia (distrito 04);156;
001V;Daimús y otros municipios;142V;Gandia (distrito 02);75;
002A;Formentera del Segura y otros municipios;001A;Montesinos, Los y Algorfa;50;
002A;Formentera del Segura y otros municipios;003A;Bigastro y Jacarilla;16;
002A;Formentera del Segura y otros municipios;005A;Albatera y San Isidro;16;
002A;Formentera del Segura y otros municipios;021A;Orihuela (distrito 08) y Rafal;16;
002A;Formentera del Segura y otros municipios;023A;Almoradí;203;
002A;Formentera del Segura y otros municipios;027A;Benejúzar;16;
002A;Formentera del Segura y otros municipios;031A;Callosa de Segura;16;
002A;Formentera del Segura y otros municipios;034A;Catral;16;
002A;Formentera del Segura y otros municipios;036A;Crevillent;16;
002A;Formentera del Segura y otros municipios;038A;Dolores;16;
002A;Formentera del Segura y otros municipios;041A;Guardamar del Segura;81;
002A;Formentera del Segura y otros municipios;058A;Rojales;572;
002A;Formentera del Segura y otros municipios;059A;San Fulgencio;92;
002A;Formentera del Segura y otros municipios;062A;Santa Pola;16;
002A;Formentera del Segura y otros municipios;078A;Elche/Elx (distrito 02);16;
002A;Formentera del Segura y otros municipios;079A;Elche/Elx (distrito 03);16;
002A;Formentera del Segura y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);52;
002A;Formentera del Segura y otros municipios;091A;Orihuela (distrito 05);16;
002A;Formentera del Segura y otros municipios;097A;Torrevieja (distrito 01);47;
002A;Formentera del Segura y otros municipios;098A;Torrevieja (distrito 02);16;
002A;Formentera del Segura y otros municipios;099A;Torrevieja (distrito 03);16;
002A;Formentera del Segura y otros municipios;116A;Alicante (SCD Number 8-B);16;
002B;Òdena y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;73;
002B;Òdena y otros municipios;004B;Capellades y Vallbona d'Anoia;23;
002B;Òdena y otros municipios;019B;Sant Pere de Vilamajor y otros municipios;39;
002B;Òdena y otros municipios;074B;Igualada;505;
002B;Òdena y otros municipios;098B;Piera;29;
002B;Òdena y otros municipios;129B;Santa Margarida de Montbui;97;
002B;Òdena y otros municipios;145B;Vilanova del Camí;114;
002M;Perales de Tajuña y otros municipios;003M;Valdilecha y otros municipios;54;
002M;Perales de Tajuña y otros municipios;018M;Chinchón y otros municipios;30;
002M;Perales de Tajuña y otros municipios;058M;Morata de Tajuña;62;
002M;Perales de Tajuña y otros municipios;080M;Villarejo de Salvanés;75;
002M;Perales de Tajuña y otros municipios;096M;Arganda del Rey;271;
002S;Cazalla de la Sierra y Pedroso, El;003S;Guadalcanal y otros municipios;44;
002S;Cazalla de la Sierra y Pedroso, El;005S;Constantina y Navas de la Concepción, Las;67;
002V;Bellreguard y otros municipios;001V;Daimús y otros municipios;159;
002V;Bellreguard y otros municipios;003V;Gandia (distritos 01 y 03);131;
002V;Bellreguard y otros municipios;004V;Vilallonga/Villalonga y Ador;41;
002V;Bellreguard y otros municipios;005V;Font d'En Carròs, la y otros municipios;45;
002V;Bellreguard y otros municipios;006V;Real de Gandía y otros municipios;86;
002V;Bellreguard y otros municipios;037A;Dénia;30;
002V;Bellreguard y otros municipios;049V;Oliva y otros municipios;448;
002V;Bellreguard y otros municipios;089V;Gandia (distrito 05);35;
002V;Bellreguard y otros municipios;093V;Gandia (distrito 04);77;
002V;Bellreguard y otros municipios;142V;Gandia (distrito 02);75;
003A;Bigastro y Jacarilla;001A;Montesinos, Los y Algorfa;18;
003A;Bigastro y Jacarilla;002A;Formentera del Segura y otros municipios;18;
003A;Bigastro y Jacarilla;004A;Cox y otros municipios;18;
003A;Bigastro y Jacarilla;021A;Orihuela (distrito 08) y Rafal;239;
003A;Bigastro y Jacarilla;023A;Almoradí;18;
003A;Bigastro y Jacarilla;027A;Benejúzar;72;
003A;Bigastro y Jacarilla;031A;Callosa de Segura;18;
003A;Bigastro y Jacarilla;034A;Catral;18;
003A;Bigastro y Jacarilla;038A;Dolores;18;
003A;Bigastro y Jacarilla;039A;Finestrat;18;
003A;Bigastro y Jacarilla;03MU;Abanilla;72;
003A;Bigastro y Jacarilla;041A;Guardamar del Segura;18;
003A;Bigastro y Jacarilla;057A;Redován;18;
003A;Bigastro y Jacarilla;058A;Rojales;18;
003A;Bigastro y Jacarilla;061A;San Miguel de Salinas;18;
003A;Bigastro y Jacarilla;065A;Pilar de la Horadada;18;
003A;Bigastro y Jacarilla;078A;Elche/Elx (distrito 02);18;
003A;Bigastro y Jacarilla;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);18;
003A;Bigastro y Jacarilla;087A;Orihuela (distrito 01);43;
003A;Bigastro y Jacarilla;088A;Orihuela (distrito 02);18;
003A;Bigastro y Jacarilla;089A;Orihuela (distrito 03);18;
003A;Bigastro y Jacarilla;090A;Orihuela (distrito 04);18;
003A;Bigastro y Jacarilla;091A;Orihuela (distrito 05);118;
003A;Bigastro y Jacarilla;092A;Orihuela (distrito 06);306;
003A;Bigastro y Jacarilla;093A;Orihuela (distrito 07);18;
003A;Bigastro y Jacarilla;097A;Torrevieja (distrito 01);18;
003A;Bigastro y Jacarilla;098A;Torrevieja (distrito 02);18;
003A;Bigastro y Jacarilla;099A;Torrevieja (distrito 03);18;
003A;Bigastro y Jacarilla;100A;Alicante (SCD Number 1);18;
003A;Bigastro y Jacarilla;116A;Alicante (SCD Number 8-B);18;
003A;Bigastro y Jacarilla;11MU;Beniel;18;
003A;Bigastro y Jacarilla;19MU;Fortuna;18;
003A;Bigastro y Jacarilla;30MU;San Javier;18;
003A;Bigastro y Jacarilla;61MU;Murcia (SCD Number 5-B);18;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;002B;Òdena y otros municipios;55;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;004B;Capellades y Vallbona d'Anoia;107;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;074B;Igualada;34;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;098B;Piera;48;
003B;Torre de Claramunt, La y Pobla de Claramunt, La;145B;Vilanova del Camí;31;
003M;Valdilecha y otros municipios;002M;Perales de Tajuña y otros municipios;61;
003M;Valdilecha y otros municipios;004M;Anchuelo y otros municipios;65;
003M;Valdilecha y otros municipios;035M;Campo Real;60;
003M;Valdilecha y otros municipios;060M;Nuevo Baztán;176;
003M;Valdilecha y otros municipios;096M;Arganda del Rey;150;
003S;Guadalcanal y otros municipios;002S;Cazalla de la Sierra y Pedroso, El;36;
003S;Guadalcanal y otros municipios;005S;Constantina y Navas de la Concepción, Las;34;
003S;Guadalcanal y otros municipios;23BA;Montemolín y otros municipios;45;
003V;Gandia (distritos 01 y 03);001V;Daimús y otros municipios;53;
003V;Gandia (distritos 01 y 03);002V;Bellreguard y otros municipios;86;
003V;Gandia (distritos 01 y 03);004V;Vilallonga/Villalonga y Ador;33;
003V;Gandia (distritos 01 y 03);005V;Font d'En Carròs, la y otros municipios;19;
003V;Gandia (distritos 01 y 03);006V;Real de Gandía y otros municipios;81;
003V;Gandia (distritos 01 y 03);012V;Xeraco y Xeresa;27;
003V;Gandia (distritos 01 y 03);037A;Dénia;26;
003V;Gandia (distritos 01 y 03);049V;Oliva y otros municipios;116;
003V;Gandia (distritos 01 y 03);051V;Gandia (distrito 07) y Benirredrà;93;
003V;Gandia (distritos 01 y 03);075V;Gandia (distrito 06);72;
003V;Gandia (distritos 01 y 03);089V;Gandia (distrito 05);91;
003V;Gandia (distritos 01 y 03);093V;Gandia (distrito 04);119;
003V;Gandia (distritos 01 y 03);142V;Gandia (distrito 02);281;
004A;Cox y otros municipios;005A;Albatera y San Isidro;289;
004A;Cox y otros municipios;021A;Orihuela (distrito 08) y Rafal;134;
004A;Cox y otros municipios;031A;Callosa de Segura;187;
004A;Cox y otros municipios;036A;Crevillent;68;
004A;Cox y otros municipios;057A;Redován;63;
004A;Cox y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);69;
004A;Cox y otros municipios;093A;Orihuela (distrito 07);159;
004B;Capellades y Vallbona d'Anoia;003B;Torre de Claramunt, La y Pobla de Claramunt, La;176;
004B;Capellades y Vallbona d'Anoia;098B;Piera;86;
004M;Anchuelo y otros municipios;003M;Valdilecha y otros municipios;68;
004M;Anchuelo y otros municipios;050M;Loeches;21;
004M;Anchuelo y otros municipios;060M;Nuevo Baztán;48;
004M;Anchuelo y otros municipios;073M;Torres de la Alameda;23;
004M;Anchuelo y otros municipios;077M;Villalbilla;72;
004M;Anchuelo y otros municipios;084M;Alcalá de Henares (distrito 02);21;
004M;Anchuelo y otros municipios;085M;Alcalá de Henares (distrito 03);34;
004M;Anchuelo y otros municipios;087M;Alcalá de Henares (distrito 05) y Santos de la Humosa, Los;27;
004M;Anchuelo y otros municipios;096M;Arganda del Rey;22;
004M;Anchuelo y otros municipios;10GU;Pioz y Pozo de Guadalajara;51;
004M;Anchuelo y otros municipios;12GU;Loranca de Tajuña y otros municipios;20;
004S;Peñaflor y Puebla de los Infantes, La;006S;Lora del Río y Alcolea del Río;113;
004S;Peñaflor y Puebla de los Infantes, La;15CO;Posadas y Hornachuelos;31;
004S;Peñaflor y Puebla de los Infantes, La;61CO;Palma del Río;177;
004V;Vilallonga/Villalonga y Ador;001V;Daimús y otros municipios;54;
004V;Vilallonga/Villalonga y Ador;002V;Bellreguard y otros municipios;32;
004V;Vilallonga/Villalonga y Ador;003V;Gandia (distritos 01 y 03);134;
004V;Vilallonga/Villalonga y Ador;005V;Font d'En Carròs, la y otros municipios;80;
004V;Vilallonga/Villalonga y Ador;006V;Real de Gandía y otros municipios;140;
004V;Vilallonga/Villalonga y Ador;049V;Oliva y otros municipios;129;
004V;Vilallonga/Villalonga y Ador;093V;Gandia (distrito 04);37;
004V;Vilallonga/Villalonga y Ador;142V;Gandia (distrito 02);44;
005A;Albatera y San Isidro;004A;Cox y otros municipios;329;
005A;Albatera y San Isidro;021A;Orihuela (distrito 08) y Rafal;83;
005A;Albatera y San Isidro;023A;Almoradí;84;
005A;Albatera y San Isidro;031A;Callosa de Segura;67;
005A;Albatera y San Isidro;034A;Catral;72;
005A;Albatera y San Isidro;036A;Crevillent;271;
005A;Albatera y San Isidro;057A;Redován;59;
005A;Albatera y San Isidro;077A;Elche/Elx (distrito 01);30;
005A;Albatera y San Isidro;078A;Elche/Elx (distrito 02);27;
005A;Albatera y San Isidro;080A;Elche/Elx (distrito 04);29;
005A;Albatera y San Isidro;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);200;
005A;Albatera y San Isidro;092A;Orihuela (distrito 06);39;
005A;Albatera y San Isidro;093A;Orihuela (distrito 07);88;
005A;Albatera y San Isidro;116A;Alicante (SCD Number 8-B);24;
005B;Mediona y otros municipios;003B;Torre de Claramunt, La y Pobla de Claramunt, La;29;
005B;Mediona y otros municipios;023B;Sant Pere de Riudebitlles y otros municipios;149;
005B;Mediona y otros municipios;126B;Sant Sadurní d'Anoia;57;
005B;Mediona y otros municipios;146B;Vilafranca del Penedès;50;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;007M;Buitrago del Lozoya y otros municipios;156;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;019M;Cabrera, La y otros municipios;54;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;022M;Torrelaguna y Redueña;29;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;06GU;Humanes y otros municipios;30;
005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;16GU;Casar, El y Uceda;56;
005S;Constantina y Navas de la Concepción, Las;002S;Cazalla de la Sierra y Pedroso, El;76;
005S;Constantina y Navas de la Concepción, Las;003S;Guadalcanal y otros municipios;48;
005S;Constantina y Navas de la Concepción, Las;006S;Lora del Río y Alcolea del Río;29;
005S;Constantina y Navas de la Concepción, Las;15CO;Posadas y Hornachuelos;31;
005V;Font d'En Carròs, la y otros municipios;002V;Bellreguard y otros municipios;70;
005V;Font d'En Carròs, la y otros municipios;003V;Gandia (distritos 01 y 03);73;
005V;Font d'En Carròs, la y otros municipios;004V;Vilallonga/Villalonga y Ador;120;
005V;Font d'En Carròs, la y otros municipios;006V;Real de Gandía y otros municipios;184;
005V;Font d'En Carròs, la y otros municipios;049V;Oliva y otros municipios;193;
005V;Font d'En Carròs, la y otros municipios;142V;Gandia (distrito 02);37;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;025A;Aspe;111;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;03MU;Abanilla;65;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;048A;Novelda;91;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;055A;Pinós, el/Pinoso;27;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;079A;Elche/Elx (distrito 03);25;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);80;
006B;Subirats y Olesa de Bonesvalls;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;33;
006B;Subirats y Olesa de Bonesvalls;012B;Gelida y Castellví de Rosanes;22;
006B;Subirats y Olesa de Bonesvalls;014B;Canyelles y Olivella;20;
006B;Subirats y Olesa de Bonesvalls;020B;Granada, La y otros municipios;72;
006B;Subirats y Olesa de Bonesvalls;052B;Begues;20;
006B;Subirats y Olesa de Bonesvalls;126B;Sant Sadurní d'Anoia;163;
006B;Subirats y Olesa de Bonesvalls;146B;Vilafranca del Penedès;64;
006S;Lora del Río y Alcolea del Río;004S;Peñaflor y Puebla de los Infantes, La;57;
006S;Lora del Río y Alcolea del Río;037S;Campana, La;116;
006S;Lora del Río y Alcolea del Río;039S;Carmona;266;
006S;Lora del Río y Alcolea del Río;069S;Rinconada, La;35;
006S;Lora del Río y Alcolea del Río;113S;Tocina;34;
006S;Lora del Río y Alcolea del Río;119S;Villanueva del Río y Minas;55;
006S;Lora del Río y Alcolea del Río;15CO;Posadas y Hornachuelos;79;
006S;Lora del Río y Alcolea del Río;61CO;Palma del Río;95;
006V;Real de Gandía y otros municipios;002V;Bellreguard y otros municipios;74;
006V;Real de Gandía y otros municipios;003V;Gandia (distritos 01 y 03);180;
006V;Real de Gandía y otros municipios;004V;Vilallonga/Villalonga y Ador;113;
006V;Real de Gandía y otros municipios;005V;Font d'En Carròs, la y otros municipios;145;
006V;Real de Gandía y otros municipios;049V;Oliva y otros municipios;151;
006V;Real de Gandía y otros municipios;051V;Gandia (distrito 07) y Benirredrà;82;
006V;Real de Gandía y otros municipios;075V;Gandia (distrito 06);58;
006V;Real de Gandía y otros municipios;089V;Gandia (distrito 05);37;
006V;Real de Gandía y otros municipios;093V;Gandia (distrito 04);61;
006V;Real de Gandía y otros municipios;142V;Gandia (distrito 02);107;
007A;Sax y Salinas;008A;Elda (distritos 02 y 03);63;
007A;Sax y Salinas;054A;Petrer;132;
007A;Sax y Salinas;064A;Villena;126;
007A;Sax y Salinas;085A;Elda (distrito 04);26;
007A;Sax y Salinas;086A;Elda (distrito 05);30;
007B;Castellbell i el Vilar y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;135;
007B;Castellbell i el Vilar y otros municipios;142B;Vacarisses;149;
007B;Castellbell i el Vilar y otros municipios;256B;Manresa (distrito 05);26;
007B;Castellbell i el Vilar y otros municipios;305B;Terrassa (distrito 04);23;
007M;Buitrago del Lozoya y otros municipios;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;144;
007M;Buitrago del Lozoya y otros municipios;019M;Cabrera, La y otros municipios;38;
007M;Buitrago del Lozoya y otros municipios;020M;Miraflores de la Sierra y Bustarviejo;24;
007S;Luisiana, La y Cañada Rosal;049S;Écija;343;
007V;Simat de la Valldigna y Benifairó de la Valldigna;011V;Llutxent y otros municipios;57;
007V;Simat de la Valldigna y Benifairó de la Valldigna;107V;Tavernes de la Valldigna;442;
007V;Simat de la Valldigna y Benifairó de la Valldigna;164V;Alzira;45;
008A;Elda (distritos 02 y 03);007A;Sax y Salinas;61;
008A;Elda (distritos 02 y 03);046A;Monóvar/Monòver;95;
008A;Elda (distritos 02 y 03);048A;Novelda;26;
008A;Elda (distritos 02 y 03);054A;Petrer;207;
008A;Elda (distritos 02 y 03);084A;Elda (distrito 01);245;
008A;Elda (distritos 02 y 03);085A;Elda (distrito 04);142;
008A;Elda (distritos 02 y 03);086A;Elda (distrito 05);129;
008B;Sant Vicenç de Castellet y otros municipios;001B;Sant Joan de Vilatorrada y otros municipios;26;
008B;Sant Vicenç de Castellet y otros municipios;007B;Castellbell i el Vilar y otros municipios;133;
008B;Sant Vicenç de Castellet y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);62;
008B;Sant Vicenç de Castellet y otros municipios;104B;Pont de Vilomara i Rocafort, El;56;
008B;Sant Vicenç de Castellet y otros municipios;106B;Sallent;47;
008B;Sant Vicenç de Castellet y otros municipios;107B;Santpedor;28;
008B;Sant Vicenç de Castellet y otros municipios;117B;Sant Fruitós de Bages;59;
008B;Sant Vicenç de Castellet y otros municipios;142B;Vacarisses;36;
008B;Sant Vicenç de Castellet y otros municipios;253B;Manresa (distrito 02);32;
008B;Sant Vicenç de Castellet y otros municipios;254B;Manresa (distritos 01 y 03);40;
008B;Sant Vicenç de Castellet y otros municipios;255B;Manresa (distrito 04);73;
008B;Sant Vicenç de Castellet y otros municipios;256B;Manresa (distrito 05);167;
008M;Cercedilla y Navacerrada;031M;Becerril de la Sierra;43;
008M;Cercedilla y Navacerrada;041M;Collado Mediano;36;
008M;Cercedilla y Navacerrada;047M;Guadarrama;145;
008M;Cercedilla y Navacerrada;055M;Molinos, Los;175;
008M;Cercedilla y Navacerrada;074M;Valdemorillo;16;
008M;Cercedilla y Navacerrada;098M;Collado Villalba;55;
008S;Rubio, El y Marinaleda;010S;Estepa y Lora de Estepa;91;
008S;Rubio, El y Marinaleda;022S;Osuna y Lantejuela;43;
008S;Rubio, El y Marinaleda;049S;Écija;149;
008V;Manuel y otros municipios;009V;Pobla Llarga, la y otros municipios;161;
008V;Manuel y otros municipios;062V;Villanueva de Castellón;32;
008V;Manuel y otros municipios;103V;Carlet;26;
008V;Manuel y otros municipios;123V;Carcaixent;24;
008V;Manuel y otros municipios;151V;Xàtiva;86;
008V;Manuel y otros municipios;164V;Alzira;29;
009A;Agost y Tibi;033A;Castalla;76;
009A;Agost y Tibi;042A;Ibi;53;
009A;Agost y Tibi;096A;San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 03);72;
009A;Agost y Tibi;116A;Alicante (SCD Number 8-B);120;
009B;Hostalets de Pierola, Els y Bruc, El;002B;Òdena y otros municipios;26;
009B;Hostalets de Pierola, Els y Bruc, El;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;31;
009B;Hostalets de Pierola, Els y Bruc, El;046B;Abrera;24;
009B;Hostalets de Pierola, Els y Bruc, El;064B;Collbató;26;
009B;Hostalets de Pierola, Els y Bruc, El;068B;Esparreguera;48;
009B;Hostalets de Pierola, Els y Bruc, El;081B;Martorell;31;
009B;Hostalets de Pierola, Els y Bruc, El;083B;Masquefa;31;
009B;Hostalets de Pierola, Els y Bruc, El;093B;Olesa de Montserrat;23;
009B;Hostalets de Pierola, Els y Bruc, El;098B;Piera;118;
009M;Robledo de Chavela y otros municipios;011M;Navalagamella y otros municipios;42;
009M;Robledo de Chavela y otros municipios;043M;Escorial, El;37;
009M;Robledo de Chavela y otros municipios;066M;San Lorenzo de El Escorial;25;
009M;Robledo de Chavela y otros municipios;06AV;Navas del Marqués, Las y Peguerinos;25;
009M;Robledo de Chavela y otros municipios;074M;Valdemorillo;25;
009S;Gilena y Aguadulce;010S;Estepa y Lora de Estepa;49;
009S;Gilena y Aguadulce;022S;Osuna y Lantejuela;149;
009V;Pobla Llarga, la y otros municipios;008V;Manuel y otros municipios;161;
009V;Pobla Llarga, la y otros municipios;050V;Alberic y otros municipios;34;
009V;Pobla Llarga, la y otros municipios;062V;Villanueva de Castellón;124;
009V;Pobla Llarga, la y otros municipios;088V;Alcúdia, l';18;
009V;Pobla Llarga, la y otros municipios;123V;Carcaixent;101;
009V;Pobla Llarga, la y otros municipios;164V;Alzira;67;
010A;Biar y otros municipios;026A;Banyeres de Mariola;282;
010A;Biar y otros municipios;051A;Onil;33;
010A;Biar y otros municipios;064A;Villena;335;
010B;Viladecavalls y Ullastrell;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;20;
010B;Viladecavalls y Ullastrell;046B;Abrera;79;
010B;Viladecavalls y Ullastrell;062B;Castellbisbal;63;
010B;Viladecavalls y Ullastrell;068B;Esparreguera;35;
010B;Viladecavalls y Ullastrell;081B;Martorell;37;
010B;Viladecavalls y Ullastrell;093B;Olesa de Montserrat;50;
010B;Viladecavalls y Ullastrell;142B;Vacarisses;25;
010B;Viladecavalls y Ullastrell;293B;Sant Cugat del Vallès (distrito 05);19;
010B;Viladecavalls y Ullastrell;302B;Terrassa (distrito 01);64;
010B;Viladecavalls y Ullastrell;303B;Terrassa (distrito 02);20;
010B;Viladecavalls y Ullastrell;304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);132;
010B;Viladecavalls y Ullastrell;305B;Terrassa (distrito 04);223;
010B;Viladecavalls y Ullastrell;306B;Terrassa (distrito 05);139;
010B;Viladecavalls y Ullastrell;307B;Terrassa (distrito 06);55;
010M;Navas del Rey y Chapinería;012M;Quijorna y otros municipios;42;
010M;Navas del Rey y Chapinería;014M;San Martín de Valdeiglesias y Pelayos de la Presa;39;
010S;Estepa y Lora de Estepa;008S;Rubio, El y Marinaleda;52;
010S;Estepa y Lora de Estepa;009S;Gilena y Aguadulce;19;
010S;Estepa y Lora de Estepa;011S;Casariche y Badolatosa;28;
010S;Estepa y Lora de Estepa;022S;Osuna y Lantejuela;63;
010S;Estepa y Lora de Estepa;049S;Écija;343;
010S;Estepa y Lora de Estepa;056S;Herrera;69;
010S;Estepa y Lora de Estepa;070S;Roda de Andalucía, La;65;
010S;Estepa y Lora de Estepa;64CO;Puente Genil;43;
010V;Genovés y otros municipios;037V;Llosa de Ranes, la y otros municipios;60;
010V;Genovés y otros municipios;151V;Xàtiva;187;
011A;Busot y otros municipios;022A;Alfàs del Pi, l';54;
011A;Busot y otros municipios;024A;Altea;29;
011A;Busot y otros municipios;032A;Campello, el;73;
011A;Busot y otros municipios;039A;Finestrat;21;
011A;Busot y otros municipios;047A;Mutxamel;91;
011A;Busot y otros municipios;060A;Sant Joan d'Alacant;28;
011A;Busot y otros municipios;063A;Villajoyosa/Vila Joiosa, la;112;
011A;Busot y otros municipios;073A;Benidorm (distrito 01);89;
011A;Busot y otros municipios;074A;Benidorm (distrito 02);90;
011A;Busot y otros municipios;075A;Benidorm (distrito 03);28;
011A;Busot y otros municipios;076A;Benidorm (distrito 04);28;
011A;Busot y otros municipios;107A;Alicante (SCD Number 4-B);39;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;009B;Hostalets de Pierola, Els y Bruc, El;21;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;010B;Viladecavalls y Ullastrell;23;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;012B;Gelida y Castellví de Rosanes;195;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;046B;Abrera;135;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;062B;Castellbisbal;46;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;068B;Esparreguera;50;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;081B;Martorell;243;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;083B;Masquefa;82;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;093B;Olesa de Montserrat;17;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;098B;Piera;39;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;109B;Sant Andreu de la Barca;18;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;126B;Sant Sadurní d'Anoia;58;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;174B;Barcelona (SCD la Marina i la Zona Franca-Port);24;
011M;Navalagamella y otros municipios;009M;Robledo de Chavela y otros municipios;26;
011M;Navalagamella y otros municipios;010M;Navas del Rey y Chapinería;28;
011M;Navalagamella y otros municipios;012M;Quijorna y otros municipios;76;
011M;Navalagamella y otros municipios;074M;Valdemorillo;88;
011M;Navalagamella y otros municipios;078M;Villanueva de la Cañada;31;
011S;Casariche y Badolatosa;010S;Estepa y Lora de Estepa;84;
