CELDA_ORIGEN;NOMBRE_CELDA_ORIGEN;CELDA_DESTINO;NOMBRE_CELDA_DESTINO;FLUJO;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;025A;Aspe;80;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;03MU;Abanilla;76;
006A;Fondó de les Neus, el/Hondón de las Nieves y otros municipios;083A;Elche/Elx (distrito 07 y sección 023 del distrito 06);41;
006B;Subirats y Olesa de Bonesvalls;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;38;
006B;Subirats y Olesa de Bonesvalls;014B;Canyelles y Olivella;26;
006B;Subirats y Olesa de Bonesvalls;020B;Granada, La y otros municipios;76;
006B;Subirats y Olesa de Bonesvalls;023B;Sant Pere de Riudebitlles y otros municipios;21;
006B;Subirats y Olesa de Bonesvalls;126B;Sant Sadurní d'Anoia;173;
006B;Subirats y Olesa de Bonesvalls;146B;Vilafranca del Penedès;45;
006S;Lora del Río y Alcolea del Río;004S;Peñaflor y Puebla de los Infantes, La;64;
006S;Lora del Río y Alcolea del Río;037S;Campana, La;98;
006S;Lora del Río y Alcolea del Río;039S;Carmona;279;
006S;Lora del Río y Alcolea del Río;069S;Rinconada, La;22;
006S;Lora del Río y Alcolea del Río;113S;Tocina;42;
006S;Lora del Río y Alcolea del Río;119S;Villanueva del Río y Minas;68;
006S;Lora del Río y Alcolea del Río;15CO;Posadas y Hornachuelos;38;
006S;Lora del Río y Alcolea del Río;61CO;Palma del Río;67;
006V;Real de Gandía y otros municipios;002V;Bellreguard y otros municipios;72;
006V;Real de Gandía y otros municipios;003V;Gandia (distritos 01 y 03);130;
006V;Real de Gandía y otros municipios;004V;Vilallonga/Villalonga y Ador;167;
006V;Real de Gandía y otros municipios;005V;Font d'En Carròs, la y otros municipios;102;
006V;Real de Gandía y otros municipios;049V;Oliva y otros municipios;77;
006V;Real de Gandía y otros municipios;051V;Gandia (distrito 07) y Benirredrà;78;
006V;Real de Gandía y otros municipios;089V;Gandia (distrito 05);45;
006V;Real de Gandía y otros municipios;093V;Gandia (distrito 04);34;
006V;Real de Gandía y otros municipios;142V;Gandia (distrito 02);86;
007A;Sax y Salinas;008A;Elda (distritos 02 y 03);72;
007A;Sax y Salinas;054A;Petrer;78;
007A;Sax y Salinas;064A;Villena;38;
007B;Castellbell i el Vilar y otros municipios;008B;Sant Vicenç de Castellet y otros municipios;112;
007B;Castellbell i el Vilar y otros municipios;142B;Vacarisses;163;
007M;Buitrago del Lozoya y otros municipios;005M;Lozoyuela-Navas-Sieteiglesias y otros municipios;103;
007M;Buitrago del Lozoya y otros municipios;019M;Cabrera, La y otros municipios;22;
007S;Luisiana, La y Cañada Rosal;049S;Écija;272;
007V;Simat de la Valldigna y Benifairó de la Valldigna;107V;Tavernes de la Valldigna;262;
008A;Elda (distritos 02 y 03);007A;Sax y Salinas;132;
008A;Elda (distritos 02 y 03);046A;Monóvar/Monòver;100;
008A;Elda (distritos 02 y 03);048A;Novelda;60;
008A;Elda (distritos 02 y 03);054A;Petrer;291;
008A;Elda (distritos 02 y 03);084A;Elda (distrito 01);253;
008A;Elda (distritos 02 y 03);085A;Elda (distrito 04);201;
008A;Elda (distritos 02 y 03);086A;Elda (distrito 05);110;
008B;Sant Vicenç de Castellet y otros municipios;007B;Castellbell i el Vilar y otros municipios;113;
008B;Sant Vicenç de Castellet y otros municipios;073B;Sant Salvador de Guardiola y Manresa (distrito 06);39;
008B;Sant Vicenç de Castellet y otros municipios;104B;Pont de Vilomara i Rocafort, El;50;
008B;Sant Vicenç de Castellet y otros municipios;256B;Manresa (distrito 05);100;
008M;Cercedilla y Navacerrada;031M;Becerril de la Sierra;595;
008M;Cercedilla y Navacerrada;047M;Guadarrama;119;
008M;Cercedilla y Navacerrada;055M;Molinos, Los;168;
008M;Cercedilla y Navacerrada;098M;Collado Villalba;46;
008S;Rubio, El y Marinaleda;010S;Estepa y Lora de Estepa;82;
008S;Rubio, El y Marinaleda;022S;Osuna y Lantejuela;59;
008S;Rubio, El y Marinaleda;049S;Écija;201;
008V;Manuel y otros municipios;009V;Pobla Llarga, la y otros municipios;166;
008V;Manuel y otros municipios;037V;Llosa de Ranes, la y otros municipios;40;
008V;Manuel y otros municipios;151V;Xàtiva;37;
009A;Agost y Tibi;033A;Castalla;49;
009A;Agost y Tibi;096A;San Vicente del Raspeig/Sant Vicent del Raspeig (distrito 03);57;
009A;Agost y Tibi;116A;Alicante (SCD Number 8-B);98;
009B;Hostalets de Pierola, Els y Bruc, El;010B;Viladecavalls y Ullastrell;24;
009B;Hostalets de Pierola, Els y Bruc, El;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;32;
009B;Hostalets de Pierola, Els y Bruc, El;046B;Abrera;26;
009B;Hostalets de Pierola, Els y Bruc, El;064B;Collbató;38;
009B;Hostalets de Pierola, Els y Bruc, El;068B;Esparreguera;25;
009B;Hostalets de Pierola, Els y Bruc, El;083B;Masquefa;82;
009B;Hostalets de Pierola, Els y Bruc, El;098B;Piera;136;
009M;Robledo de Chavela y otros municipios;011M;Navalagamella y otros municipios;34;
009M;Robledo de Chavela y otros municipios;043M;Escorial, El;28;
009M;Robledo de Chavela y otros municipios;074M;Valdemorillo;27;
009S;Gilena y Aguadulce;022S;Osuna y Lantejuela;171;
009V;Pobla Llarga, la y otros municipios;008V;Manuel y otros municipios;130;
009V;Pobla Llarga, la y otros municipios;050V;Alberic y otros municipios;68;
009V;Pobla Llarga, la y otros municipios;062V;Villanueva de Castellón;107;
009V;Pobla Llarga, la y otros municipios;164V;Alzira;47;
010A;Biar y otros municipios;026A;Banyeres de Mariola;233;
010A;Biar y otros municipios;064A;Villena;187;
010B;Viladecavalls y Ullastrell;046B;Abrera;76;
010B;Viladecavalls y Ullastrell;062B;Castellbisbal;50;
010B;Viladecavalls y Ullastrell;081B;Martorell;50;
010B;Viladecavalls y Ullastrell;093B;Olesa de Montserrat;52;
010B;Viladecavalls y Ullastrell;273B;Rubí (distrito 02);20;
010B;Viladecavalls y Ullastrell;304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);68;
010B;Viladecavalls y Ullastrell;305B;Terrassa (distrito 04);146;
010B;Viladecavalls y Ullastrell;306B;Terrassa (distrito 05);75;
010M;Navas del Rey y Chapinería;011M;Navalagamella y otros municipios;36;
010M;Navas del Rey y Chapinería;012M;Quijorna y otros municipios;38;
010M;Navas del Rey y Chapinería;013M;Aldea del Fresno y Villamanta;33;
010M;Navas del Rey y Chapinería;014M;San Martín de Valdeiglesias y Pelayos de la Presa;29;
010S;Estepa y Lora de Estepa;008S;Rubio, El y Marinaleda;74;
010S;Estepa y Lora de Estepa;009S;Gilena y Aguadulce;26;
010S;Estepa y Lora de Estepa;022S;Osuna y Lantejuela;71;
010S;Estepa y Lora de Estepa;049S;Écija;337;
010S;Estepa y Lora de Estepa;056S;Herrera;58;
010S;Estepa y Lora de Estepa;070S;Roda de Andalucía, La;56;
010S;Estepa y Lora de Estepa;64CO;Puente Genil;48;
010V;Genovés y otros municipios;037V;Llosa de Ranes, la y otros municipios;69;
010V;Genovés y otros municipios;151V;Xàtiva;170;
011A;Busot y otros municipios;022A;Alfàs del Pi, l';59;
011A;Busot y otros municipios;032A;Campello, el;45;
011A;Busot y otros municipios;047A;Mutxamel;82;
011A;Busot y otros municipios;063A;Villajoyosa/Vila Joiosa, la;83;
011A;Busot y otros municipios;073A;Benidorm (distrito 01);65;
011A;Busot y otros municipios;074A;Benidorm (distrito 02);48;
011A;Busot y otros municipios;107A;Alicante (SCD Number 4-B);49;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;006B;Subirats y Olesa de Bonesvalls;17;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;009B;Hostalets de Pierola, Els y Bruc, El;16;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;012B;Gelida y Castellví de Rosanes;207;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;046B;Abrera;101;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;062B;Castellbisbal;26;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;068B;Esparreguera;27;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;081B;Martorell;201;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;083B;Masquefa;62;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;098B;Piera;20;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;109B;Sant Andreu de la Barca;16;
011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;126B;Sant Sadurní d'Anoia;46;
011M;Navalagamella y otros municipios;009M;Robledo de Chavela y otros municipios;31;
011M;Navalagamella y otros municipios;010M;Navas del Rey y Chapinería;24;
011M;Navalagamella y otros municipios;012M;Quijorna y otros municipios;74;
011M;Navalagamella y otros municipios;074M;Valdemorillo;82;
011S;Casariche y Badolatosa;008S;Rubio, El y Marinaleda;17;
011S;Casariche y Badolatosa;010S;Estepa y Lora de Estepa;36;
011S;Casariche y Badolatosa;070S;Roda de Andalucía, La;17;
011S;Casariche y Badolatosa;18MA;Sierra de Yeguas y otros municipios;17;
011S;Casariche y Badolatosa;19MA;Antequera y Valle de Abdalajís;17;
011S;Casariche y Badolatosa;58CO;Lucena;87;
011S;Casariche y Badolatosa;59CO;Montilla;17;
011S;Casariche y Badolatosa;64CO;Puente Genil;17;
011V;Llutxent y otros municipios;039V;Mogente/Moixent y otros municipios;99;
011V;Llutxent y otros municipios;042V;Rótova y otros municipios;83;
011V;Llutxent y otros municipios;043V;Pobla del Duc, la y otros municipios;52;
011V;Llutxent y otros municipios;159V;Ontinyent;83;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;013A;Benilloba y otros municipios;93;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;014A;Beniarrés y otros municipios;26;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;015A;Muro de Alcoy y otros municipios;30;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;035A;Cocentaina;124;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;042A;Ibi;21;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;066A;Alcoy/Alcoi (distrito 01);102;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;067A;Alcoy/Alcoi (distrito 02);189;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;069A;Alcoy/Alcoi (distrito 04);41;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;070A;Alcoy/Alcoi (distrito 05);95;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;071A;Alcoy/Alcoi (distrito 06);29;
012A;Alcoy/Alcoi (distrito 08) y Benifallim;072A;Alcoy/Alcoi (distrito 07);73;
012B;Gelida y Castellví de Rosanes;011B;Sant Esteve Sesrovires y Sant Llorenç d'Hortons;416;
012B;Gelida y Castellví de Rosanes;081B;Martorell;127;
012B;Gelida y Castellví de Rosanes;083B;Masquefa;37;
012B;Gelida y Castellví de Rosanes;126B;Sant Sadurní d'Anoia;140;
012M;Quijorna y otros municipios;010M;Navas del Rey y Chapinería;32;
012M;Quijorna y otros municipios;011M;Navalagamella y otros municipios;52;
012M;Quijorna y otros municipios;033M;Brunete;16;
012M;Quijorna y otros municipios;068M;Sevilla la Nueva;23;
012M;Quijorna y otros municipios;078M;Villanueva de la Cañada;72;
012S;Saucejo, El y otros municipios;022S;Osuna y Lantejuela;94;
012S;Saucejo, El y otros municipios;18MA;Sierra de Yeguas y otros municipios;72;
012V;Xeraco y Xeresa;003V;Gandia (distritos 01 y 03);28;
012V;Xeraco y Xeresa;093V;Gandia (distrito 04);38;
012V;Xeraco y Xeresa;107V;Tavernes de la Valldigna;31;
012V;Xeraco y Xeresa;142V;Gandia (distrito 02);36;
013A;Benilloba y otros municipios;012A;Alcoy/Alcoi (distrito 08) y Benifallim;147;
013A;Benilloba y otros municipios;014A;Beniarrés y otros municipios;19;
013A;Benilloba y otros municipios;017A;Beniarbeig y otros municipios;22;
013A;Benilloba y otros municipios;024A;Altea;26;
013A;Benilloba y otros municipios;035A;Cocentaina;101;
013A;Benilloba y otros municipios;044A;Jijona/Xixona;24;
013A;Benilloba y otros municipios;049A;Nucia, la;46;
013A;Benilloba y otros municipios;056A;Polop;19;
013A;Benilloba y otros municipios;067A;Alcoy/Alcoi (distrito 02);20;
013A;Benilloba y otros municipios;071A;Alcoy/Alcoi (distrito 06);32;
013A;Benilloba y otros municipios;072A;Alcoy/Alcoi (distrito 07);17;
013B;Cervelló y Palma de Cervelló, La;065B;Corbera de Llobregat;67;
013B;Cervelló y Palma de Cervelló, La;085B;Molins de Rei;145;
013B;Cervelló y Palma de Cervelló, La;095B;Pallejà;86;
013B;Cervelló y Palma de Cervelló, La;116B;Sant Feliu de Llobregat;45;
013B;Cervelló y Palma de Cervelló, La;134B;Sant Vicenç dels Horts;117;
013B;Cervelló y Palma de Cervelló, La;143B;Vallirana;202;
013B;Cervelló y Palma de Cervelló, La;174B;Barcelona (SCD la Marina i la Zona Franca-Port);31;
013M;Aldea del Fresno y Villamanta;010M;Navas del Rey y Chapinería;25;
013M;Aldea del Fresno y Villamanta;059M;Navalcarnero;21;
013M;Aldea del Fresno y Villamanta;076M;Villa del Prado;36;
013M;Aldea del Fresno y Villamanta;53TO;Seseña y Casarrubios del Monte;33;
013S;Pruna y otros municipios;012S;Saucejo, El y otros municipios;22;
013S;Pruna y otros municipios;014S;Morón de la Frontera y Coripe;22;
013S;Pruna y otros municipios;022S;Osuna y Lantejuela;19;
013S;Pruna y otros municipios;21MA;Burgo, El y otros municipios;19;
013S;Pruna y otros municipios;43CZ;Algodonales y Gastor, El;19;
013S;Pruna y otros municipios;45CZ;Olvera y Torre Alháquime;132;
013V;Corbera y otros municipios;014V;Albalat de la Ribera y otros municipios;119;
013V;Corbera y otros municipios;019V;Serra y otros municipios;55;
013V;Corbera y otros municipios;127V;Cullera;145;
013V;Corbera y otros municipios;147V;Sueca;242;
013V;Corbera y otros municipios;164V;Alzira;93;
014A;Beniarrés y otros municipios;012A;Alcoy/Alcoi (distrito 08) y Benifallim;37;
014A;Beniarrés y otros municipios;015A;Muro de Alcoy y otros municipios;264;
014A;Beniarrés y otros municipios;035A;Cocentaina;59;
014A;Beniarrés y otros municipios;043A;Jávea/Xàbia;208;
014A;Beniarrés y otros municipios;070A;Alcoy/Alcoi (distrito 05);49;
014B;Canyelles y Olivella;006B;Subirats y Olesa de Bonesvalls;17;
014B;Canyelles y Olivella;020B;Granada, La y otros municipios;20;
014B;Canyelles y Olivella;021B;Olèrdola y Castellet i la Gornal;50;
014B;Canyelles y Olivella;123B;Sant Pere de Ribes;142;
014B;Canyelles y Olivella;136B;Sitges;49;
014B;Canyelles y Olivella;146B;Vilafranca del Penedès;102;
014B;Canyelles y Olivella;310B;Vilanova i la Geltrú (distrito 01);19;
014B;Canyelles y Olivella;312B;Vilanova i la Geltrú (distrito 03);20;
014M;San Martín de Valdeiglesias y Pelayos de la Presa;010M;Navas del Rey y Chapinería;22;
014M;San Martín de Valdeiglesias y Pelayos de la Presa;015M;Cadalso de los Vidrios y otros municipios;20;
014M;San Martín de Valdeiglesias y Pelayos de la Presa;05AV;Tiemblo, El y Navahondilla;17;
014S;Morón de la Frontera y Coripe;024S;Alcalá de Guadaíra (distrito 04);43;
014S;Morón de la Frontera y Coripe;028S;Arahal;388;
014S;Morón de la Frontera y Coripe;060S;Marchena;151;
014S;Morón de la Frontera y Coripe;45CZ;Olvera y Torre Alháquime;36;
014V;Albalat de la Ribera y otros municipios;013V;Corbera y otros municipios;92;
014V;Albalat de la Ribera y otros municipios;095V;Alginet;32;
014V;Albalat de la Ribera y otros municipios;147V;Sueca;140;
014V;Albalat de la Ribera y otros municipios;164V;Alzira;140;
015A;Muro de Alcoy y otros municipios;012A;Alcoy/Alcoi (distrito 08) y Benifallim;63;
015A;Muro de Alcoy y otros municipios;014A;Beniarrés y otros municipios;412;
015A;Muro de Alcoy y otros municipios;035A;Cocentaina;116;
015A;Muro de Alcoy y otros municipios;159V;Ontinyent;41;
015B;Martorelles y Santa Maria de Martorelles;088B;Montmeló;19;
015B;Martorelles y Santa Maria de Martorelles;089B;Montornès del Vallès;22;
015B;Martorelles y Santa Maria de Martorelles;097B;Parets del Vallès;29;
015B;Martorelles y Santa Maria de Martorelles;114B;Sant Fost de Campsentelles;141;
015B;Martorelles y Santa Maria de Martorelles;133B;Santa Perpètua de Mogoda;16;
015B;Martorelles y Santa Maria de Martorelles;264B;Mollet del Vallès (distrito 01);91;
015B;Martorelles y Santa Maria de Martorelles;265B;Mollet del Vallès (distrito 02);94;
015B;Martorelles y Santa Maria de Martorelles;266B;Mollet del Vallès (distrito 03);106;
015M;Cadalso de los Vidrios y otros municipios;014M;San Martín de Valdeiglesias y Pelayos de la Presa;28;
015M;Cadalso de los Vidrios y otros municipios;11AV;Sotillo de la Adrada y otros municipios;25;
015M;Cadalso de los Vidrios y otros municipios;34TO;Escalona y otros municipios;28;
015S;Utrera (distritos 02 y 04);016S;Utrera (distrito 05) y otros municipios;1220;
015S;Utrera (distritos 02 y 04);116S;Utrera (distrito 01);351;
015S;Utrera (distritos 02 y 04);117S;Utrera (distrito 03);46;
015V;Albal y Beniparrell;077V;Massanassa;53;
015V;Albal y Beniparrell;079V;Alcàsser;40;
015V;Albal y Beniparrell;098V;Benetússer;40;
015V;Albal y Beniparrell;101V;Torrent (distrito 04);108;
015V;Albal y Beniparrell;113V;Silla;155;
015V;Albal y Beniparrell;125V;Picassent;91;
015V;Albal y Beniparrell;140V;Paiporta;55;
015V;Albal y Beniparrell;149V;Catarroja;657;
016A;Verger, el y Poblets, els;037A;Dénia;210;
016A;Verger, el y Poblets, els;050A;Ondara;127;
016B;Vilanova del Vallès y otros municipios;051B;Argentona;26;
016B;Vilanova del Vallès y otros municipios;067B;Dosrius;27;
